,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3608678976694743,0.006200330376798876,0.024751663208007812,0.0007618961303374695,66,0.02574697100160683,9,7,0.23817861007941316,73,"OrderedDict([('max_depth', 66), ('min_impurity_decrease', 0.02574697100160683), ('min_samples_leaf', 9), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.23817861007941316), ('n_estimators', 73)])",-20.156387323611927,-22.43640932306497,-20.747246043288804,-21.113347563321902,0.9661427850738463,47
1,0.8018009662628174,0.03376893936326325,0.05134709676106771,0.019855049016786152,72,0.09128144130048046,8,7,0.07868726282831724,122,"OrderedDict([('max_depth', 72), ('min_impurity_decrease', 0.09128144130048046), ('min_samples_leaf', 8), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.07868726282831724), ('n_estimators', 122)])",-18.79060753036137,-20.67198272775952,-19.921156559580545,-19.794582272567144,0.7732653472756272,43
2,1.1631673177083333,0.029354548806019152,0.04825464884440104,0.004760166198630817,56,0.8648737693770796,5,4,0.14668142103994256,296,"OrderedDict([('max_depth', 56), ('min_impurity_decrease', 0.8648737693770796), ('min_samples_leaf', 5), ('min_samples_split', 4), ('min_weight_fraction_leaf', 0.14668142103994256), ('n_estimators', 296)])",-19.61703494691394,-21.431785724188252,-20.20071988541459,-20.416513518838926,0.7564193127599217,44
3,0.7778028647104899,0.013451721320571269,0.049041191736857094,0.0003855489310996576,81,0.7486661517384873,4,9,0.19511618098190514,224,"OrderedDict([('max_depth', 81), ('min_impurity_decrease', 0.7486661517384873), ('min_samples_leaf', 4), ('min_samples_split', 9), ('min_weight_fraction_leaf', 0.19511618098190514), ('n_estimators', 224)])",-19.972700338661276,-21.971739962492663,-20.57258437933014,-20.839008226828028,0.8375663572910368,45
4,1.3356531461079915,0.03207932544645815,0.05563521385192871,0.004865855106486512,82,0.6968827270645692,2,7,0.08137823687082037,250,"OrderedDict([('max_depth', 82), ('min_impurity_decrease', 0.6968827270645692), ('min_samples_leaf', 2), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.08137823687082037), ('n_estimators', 250)])",-18.929086488496274,-20.617557819963764,-19.772719613323893,-19.77312130726131,0.689315593089945,41
5,1.2160425980885823,0.0488678845759759,0.05288592974344889,0.0011038080954964501,93,0.5006366195545514,2,8,0.08703954413839833,210,"OrderedDict([('max_depth', 93), ('min_impurity_decrease', 0.5006366195545514), ('min_samples_leaf', 2), ('min_samples_split', 8), ('min_weight_fraction_leaf', 0.08703954413839833), ('n_estimators', 210)])",-18.961443820060733,-20.593821388439082,-19.818405125424825,-19.79122344464155,0.666692464966097,42
6,0.797314723332723,0.019966897439613815,0.04730494817097982,0.004195197606339744,64,0.02218291853543705,8,5,0.21696711261112817,233,"OrderedDict([('max_depth', 64), ('min_impurity_decrease', 0.02218291853543705), ('min_samples_leaf', 8), ('min_samples_split', 5), ('min_weight_fraction_leaf', 0.21696711261112817), ('n_estimators', 233)])",-20.119864855367776,-22.112172417392852,-20.600358177924733,-20.94413181689512,0.848904231569059,46
7,0.48662153879801434,0.006727164079778888,0.03860155741373698,0.0006531713099426747,97,0.39151466051792533,8,4,0.4166946019780782,243,"OrderedDict([('max_depth', 97), ('min_impurity_decrease', 0.39151466051792533), ('min_samples_leaf', 8), ('min_samples_split', 4), ('min_weight_fraction_leaf', 0.4166946019780782), ('n_estimators', 243)])",-21.300452782041724,-24.356517225724332,-22.65250729422555,-22.769825767330534,1.250387990207849,49
8,0.3789645830790202,0.02775243700530443,0.02613242467244466,0.0002855459959633727,86,0.19714402911946416,7,7,0.27670118676145616,86,"OrderedDict([('max_depth', 86), ('min_impurity_decrease', 0.19714402911946416), ('min_samples_leaf', 7), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.27670118676145616), ('n_estimators', 86)])",-20.451820468255388,-22.80975410729339,-21.127491821913956,-21.463022132487577,0.9914293397285799,48
9,0.285507599512736,0.027719442682670948,0.029498179753621418,0.004466521470282315,72,0.7872870267134803,3,8,0.4963136067130233,90,"OrderedDict([('max_depth', 72), ('min_impurity_decrease', 0.7872870267134803), ('min_samples_leaf', 3), ('min_samples_split', 8), ('min_weight_fraction_leaf', 0.4963136067130233), ('n_estimators', 90)])",-21.538866032829155,-24.706688459644788,-23.19512830687785,-23.146894266450598,1.293707752663116,50
10,1.4519683519999187,0.062010096095450065,0.06379540761311848,0.018025420266287513,82,0.5120818393443652,3,8,0.0658243376560604,245,"OrderedDict([('max_depth', 82), ('min_impurity_decrease', 0.5120818393443652), ('min_samples_leaf', 3), ('min_samples_split', 8), ('min_weight_fraction_leaf', 0.0658243376560604), ('n_estimators', 245)])",-18.792392099598118,-20.243837087436297,-19.692231419595675,-19.576153535543366,0.5982077089410165,40
11,3.2234672705332437,0.09589415301865525,0.06568590799967448,0.0017317780871772682,100,0.0,2,6,0.0,300,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 6), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 300)])",-18.20538440073147,-19.556209273794924,-19.424728923126203,-19.062107532550865,0.6081681040078838,17
