,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
35,189.74850622812906,1.650369214044169,0.19057297706604004,0.016413994400607975,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.465502306773843,-17.508950610251087,-17.951780989964803,-17.308744635663246,0.6230665588963803,17
36,183.12031030654907,5.298843866829001,0.20269354184468588,0.0083636009025625,100,0.9,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.573131296392745,-17.383974582174517,-17.960776670127796,-17.30596084956502,0.5691833492931324,15
37,190.69724241892496,2.997231847114079,0.21246973673502603,0.0199941122353312,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.491916438716775,-17.516086179903958,-17.937826666533223,-17.315276428384653,0.6071284948866466,21
38,156.39365855852762,4.639249443763174,0.235306183497111,0.02885719499159358,54,0.03224982252777254,2,2,0.015955176787717466,"OrderedDict([('max_depth', 54), ('min_impurity_decrease', 0.03224982252777254), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.015955176787717466)])",-16.529950171507924,-17.417191228495,-18.037536583145922,-17.328225994382947,0.6186761709754912,28
39,140.32655461629233,4.0332436651495485,0.21037538846333823,0.016683400115087968,100,0.0,9,2,0.010747656290114978,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.010747656290114978)])",-16.483896891939686,-17.560341514832423,-17.975622476156683,-17.33995362764293,0.6286172233650468,34
40,160.52665011088052,1.7136014944745754,0.19784235954284668,0.003041414468587752,97,0.09383423935326035,3,8,0.01180694283076417,"OrderedDict([('max_depth', 97), ('min_impurity_decrease', 0.09383423935326035), ('min_samples_leaf', 3), ('min_samples_split', 8), ('min_weight_fraction_leaf', 0.01180694283076417)])",-16.517424941246038,-17.50488537608336,-17.929009032668002,-17.317106449999134,0.591375856569465,22
41,180.2340945402781,2.675461058176424,0.1932698885599772,0.026442640048946895,48,0.33555772531957134,2,2,0.0073984631637829,"OrderedDict([('max_depth', 48), ('min_impurity_decrease', 0.33555772531957134), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0073984631637829)])",-16.50588525146487,-17.438628283254126,-17.978466293040928,-17.30765994258664,0.6082698198964016,16
42,177.3744214375814,5.402742568513391,0.1899430751800537,0.0053314873439531014,99,0.07481253599128347,2,8,0.0068930792651128465,"OrderedDict([('max_depth', 99), ('min_impurity_decrease', 0.07481253599128347), ('min_samples_leaf', 2), ('min_samples_split', 8), ('min_weight_fraction_leaf', 0.0068930792651128465)])",-16.514236177485035,-17.471878149650582,-17.897602094678994,-17.29457214060487,0.5785057653681362,13
43,181.21275583902994,4.816370357085725,0.20632807413736978,0.014788167324009832,100,0.0,2,2,0.006242475071500143,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.006242475071500143)])",-16.529965172131615,-17.44005914516153,-18.022369017821887,-17.33079777837168,0.6141502771376449,30
44,164.47383427619934,3.8304307309629855,0.22700969378153482,0.028915678958331872,99,0.06993413344735949,4,10,0.010734122392464187,"OrderedDict([('max_depth', 99), ('min_impurity_decrease', 0.06993413344735949), ('min_samples_leaf', 4), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.010734122392464187)])",-16.510136796434573,-17.4816799622222,-17.971966572397708,-17.32126111035149,0.607474130861962,23
45,141.26406518618265,1.6585794266856855,0.20673203468322754,0.0139147350397477,98,0.5823250722990164,9,2,0.014826374037720805,"OrderedDict([('max_depth', 98), ('min_impurity_decrease', 0.5823250722990164), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.014826374037720805)])",-16.432626029740472,-17.59051047894329,-18.024136508823823,-17.349091005835863,0.6717831608262843,35
46,177.9692145983378,1.6531078532947114,0.18716136614481607,0.022390847649110965,47,0.7221298781387897,2,2,0.0036646596700960496,"OrderedDict([('max_depth', 47), ('min_impurity_decrease', 0.7221298781387897), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0036646596700960496)])",-16.509689712557957,-17.417665398954604,-17.877593843135916,-17.26831631821616,0.5683422024045748,2
47,164.3431669076284,0.9315737900615264,0.1696008841196696,0.024584014622622143,57,0.6754239626943633,2,10,0.010204315712686153,"OrderedDict([('max_depth', 57), ('min_impurity_decrease', 0.6754239626943633), ('min_samples_leaf', 2), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.010204315712686153)])",-16.48156054015212,-17.411833751761293,-17.974568927887052,-17.28932107326682,0.6156435812793158,11
48,189.6767033735911,7.792422658716043,0.2147823174794515,0.02354424773576892,45,0.0,2,2,0.004255619215387246,"OrderedDict([('max_depth', 45), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.004255619215387246)])",-16.55884024597082,-17.5324144221431,-17.984164531734205,-17.358473066616043,0.594743096509559,38
49,172.61023116111755,1.970415533249371,0.20078706741333008,0.013493619313260591,83,0.8342076536455155,2,10,0.001006707559279896,"OrderedDict([('max_depth', 83), ('min_impurity_decrease', 0.8342076536455155), ('min_samples_leaf', 2), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.001006707559279896)])",-16.47363457757414,-17.45330935448717,-17.93694395029304,-17.28796262745145,0.6087272159612023,9
