,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,81.18825300534566,0.5613574953021329,0.19663095474243164,0.00328433992840631,75,0.8688627153354089,7,4,0.10317423161639441,"OrderedDict([('max_depth', 75), ('min_impurity_decrease', 0.8688627153354089), ('min_samples_leaf', 7), ('min_samples_split', 4), ('min_weight_fraction_leaf', 0.10317423161639441)])",-17.261854474419202,-18.69920010956172,-18.714917527604744,-18.22532403719522,0.6813060781099517,42
1,28.007048686345417,0.0979053262697225,0.1815470059712728,0.018995209290158337,87,0.7301733267252766,5,5,0.4026280422824997,"OrderedDict([('max_depth', 87), ('min_impurity_decrease', 0.7301733267252766), ('min_samples_leaf', 5), ('min_samples_split', 5), ('min_weight_fraction_leaf', 0.4026280422824997)])",-19.716858339155642,-23.36170290014817,-20.981393395040378,-21.353318211448066,1.511063426915875,49
2,63.63729405403137,0.48310380705310124,0.2065547307332357,0.004871820394310253,90,0.16609799371323034,2,7,0.160565673297717,"OrderedDict([('max_depth', 90), ('min_impurity_decrease', 0.16609799371323034), ('min_samples_leaf', 2), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.160565673297717)])",-18.27236860529837,-19.7875189028905,-19.293599422771624,-19.117828976986832,0.630920778588415,43
3,48.941129207611084,0.8800736575631828,0.1929608186086019,0.017638892948792055,91,0.5528110945854854,8,4,0.2275723366792538,"OrderedDict([('max_depth', 91), ('min_impurity_decrease', 0.5528110945854854), ('min_samples_leaf', 8), ('min_samples_split', 4), ('min_weight_fraction_leaf', 0.2275723366792538)])",-18.992134082143796,-21.50494857444607,-20.042523830082605,-20.17986882889082,1.0304390341675753,46
4,28.157126426696777,0.12075045623228685,0.16089741388956705,0.006647540588120226,73,0.5825517068569791,3,7,0.33515704793572404,"OrderedDict([('max_depth', 73), ('min_impurity_decrease', 0.5825517068569791), ('min_samples_leaf', 3), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.33515704793572404)])",-19.762730085559724,-23.048685629106707,-21.14829559995268,-21.319903771539703,1.3469627517637273,47
5,27.807201385498047,0.09233465957721979,0.15799919764200845,0.0035843229174983694,93,0.36432326504071577,4,2,0.4224464558665895,"OrderedDict([('max_depth', 93), ('min_impurity_decrease', 0.36432326504071577), ('min_samples_leaf', 4), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.4224464558665895)])",-19.737590519764225,-23.44375042484027,-21.00978632684105,-21.397042423815183,1.5376130362743095,50
6,56.17227713267008,0.5378110241748625,0.1885509490966797,0.007838807430564575,71,0.09196756435501702,8,7,0.19418949995074297,"OrderedDict([('max_depth', 71), ('min_impurity_decrease', 0.09196756435501702), ('min_samples_leaf', 8), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.19418949995074297)])",-18.83133878663484,-21.009017410585507,-19.732810843668993,-19.85772234696311,0.8934103984337448,44
7,53.266817569732666,0.38530984279380104,0.20218364397684732,0.029776915072036097,62,0.19918964530728644,5,10,0.20399569748813362,"OrderedDict([('max_depth', 62), ('min_impurity_decrease', 0.19918964530728644), ('min_samples_leaf', 5), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.20399569748813362)])",-18.96745469456104,-21.24395451270493,-19.811005100532736,-20.007471435932903,0.9397028328897277,45
8,104.61891420682271,1.2444499024992668,0.19362847010294595,0.0034138554966271833,87,0.20095358165190413,7,3,0.055049690017165656,"OrderedDict([('max_depth', 87), ('min_impurity_decrease', 0.20095358165190413), ('min_samples_leaf', 7), ('min_samples_split', 3), ('min_weight_fraction_leaf', 0.055049690017165656)])",-16.79533005586935,-17.855465066362424,-18.27050180870611,-17.64043231031263,0.6211345746415179,41
9,27.86280385653178,0.050006506130513904,0.1584792137145996,0.008242932594528513,95,0.3953960385952247,7,5,0.34867692231495345,"OrderedDict([('max_depth', 95), ('min_impurity_decrease', 0.3953960385952247), ('min_samples_leaf', 7), ('min_samples_split', 5), ('min_weight_fraction_leaf', 0.34867692231495345)])",-19.850911326477668,-23.102174340501985,-21.08684914294341,-21.346644936641024,1.3399746732451951,48
10,171.8045469125112,5.702829836116794,0.19522174199422201,0.002332460103504484,100,0.9,2,10,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.0)])",-16.54992546738429,-17.417568127279672,-17.914347940052245,-17.293947178238735,0.5638402700893635,12
11,193.8192097345988,5.0337619630585015,0.196760892868042,0.006248333134625819,45,0.0,2,2,0.0,"OrderedDict([('max_depth', 45), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.552962478742575,-17.48834077171693,-17.934816330406086,-17.325373193621864,0.5757886420507378,26
12,190.79279820124307,5.030966638505025,0.20953973134358725,0.01829000095829082,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.47982007265078,-17.458812428428367,-17.915264490033344,-17.28463233037083,0.5988206179751389,7
13,138.7500203450521,3.084769697022103,0.2261357307434082,0.024628374061221838,100,0.0,9,10,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 9), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.0)])",-16.558906735643546,-17.4658049034189,-17.95550587485893,-17.326739171307125,0.5785768443921254,27
14,181.8003077507019,5.826641234521719,0.2178504467010498,0.031091538306070417,100,0.9,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.467594388119494,-17.493734813982535,-17.978007743861678,-17.313112315321234,0.6297118343962734,20
15,175.03585131963095,3.687713065214575,0.1938784122467041,0.010611697832408952,100,0.0,2,10,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.0)])",-16.501610521968722,-17.528189494513068,-17.942035874904658,-17.323945297128816,0.605526255125246,24
16,181.91087373097739,5.9568127919803135,0.20010272661844888,0.00465720695745322,68,0.9,2,2,0.0,"OrderedDict([('max_depth', 68), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.45771687620562,-17.4407837816174,-17.952934181459817,-17.28381161309428,0.6204293640971789,5
17,182.3825399875641,1.229287594055329,0.18950819969177246,0.0035333507992791656,76,0.9,2,2,0.0,"OrderedDict([('max_depth', 76), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.522726159450112,-17.510006639790376,-17.978127507593978,-17.33695343561149,0.6066348872549179,33
18,168.84370199839273,0.6521241938617306,0.2060674031575521,0.014581865340490472,45,0.9,2,10,0.0,"OrderedDict([('max_depth', 45), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 10), ('min_weight_fraction_leaf', 0.0)])",-16.550290013142522,-17.485322174117425,-18.05225884888613,-17.362623678715355,0.619283880228715,39
19,139.4485399723053,0.930394734153875,0.19713298479715982,0.004374554447576505,100,0.9,9,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.49080359345195,-17.450876414803812,-17.92236417642395,-17.28801472822657,0.5956701393645486,10
20,179.0050891240438,2.1686514454155694,0.1958310604095459,0.0037937316889030104,100,0.9,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.49056453498017,-17.49676375885551,-17.984765095888605,-17.324031129908096,0.6221126639026542,25
21,141.67743118604025,2.7010507357101523,0.1973888079325358,0.008463989145633082,100,0.0,9,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.476969723633864,-17.436805676662722,-17.93784988450041,-17.28387509493233,0.6061262427496228,6
22,139.0389482975006,2.23703527900827,0.18622589111328125,0.001073005528056856,100,0.0,9,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.55713042342463,-17.500498371932036,-17.990439175187028,-17.34935599018123,0.5948257499137313,36
23,194.7651410897573,2.6368384718609854,0.19786691665649414,0.004271816466889875,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.470066603339294,-17.397452857644172,-17.93017712962508,-17.265898863536183,0.6033023162931179,1
24,198.6078391869863,6.7328516875112,0.19393102327982584,0.0038074282607338896,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.49539303731444,-17.510245235063145,-17.92494779938489,-17.310195357254155,0.6005118203933029,19
25,178.6717422803243,5.502667627403456,0.19941242535909018,0.019359615989617694,100,0.9,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.53280101477822,-17.499939620628666,-17.967054586877477,-17.333265074094786,0.597274995635219,31
26,140.80074087778726,1.1356472923313434,0.1887035369873047,0.006559132728030288,46,0.20549939064688225,9,3,0.0,"OrderedDict([('max_depth', 46), ('min_impurity_decrease', 0.20549939064688225), ('min_samples_leaf', 9), ('min_samples_split', 3), ('min_weight_fraction_leaf', 0.0)])",-16.525166919984887,-17.46473971922279,-17.93752923082153,-17.309145290009734,0.5869974696535792,18
27,190.58612744013467,2.4261212854969263,0.19333259264628092,0.001656605963446342,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.494522141716978,-17.459478452458832,-17.962194177945616,-17.30539825737381,0.6089996340283292,14
28,138.66927981376648,1.0697391737230733,0.19865783055623373,0.011489323365506838,67,0.1269656698448007,9,7,0.0,"OrderedDict([('max_depth', 67), ('min_impurity_decrease', 0.1269656698448007), ('min_samples_leaf', 9), ('min_samples_split', 7), ('min_weight_fraction_leaf', 0.0)])",-16.533975282233527,-17.53883227978771,-18.04584242859226,-17.3728833302045,0.6282726889180907,40
29,137.9437157313029,1.5027362911781272,0.18804359436035156,0.0022747138256157587,100,0.9,9,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.9), ('min_samples_leaf', 9), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.483841722516875,-17.5060125357028,-17.9950943956441,-17.328316217954594,0.6296311864970369,29
30,194.2035742600759,1.7004930317237572,0.18721580505371094,0.017151640109123307,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.422800465710313,-17.530549204912553,-17.876314061674513,-17.27655457743246,0.6199787074326334,3
31,190.49471004803976,5.530997082270344,0.19863160451253256,0.00856575124905947,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.47364662788525,-17.447550740275467,-17.937865400075033,-17.286354256078585,0.6085350623129383,8
32,145.57459982236227,1.5853024977420012,0.19838309288024902,0.010595340319933791,94,0.8884447432565854,3,2,0.01911829873884008,"OrderedDict([('max_depth', 94), ('min_impurity_decrease', 0.8884447432565854), ('min_samples_leaf', 3), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.01911829873884008)])",-16.552321323818664,-17.541956873360828,-17.979636088410018,-17.357971428529837,0.5970454154905146,37
33,190.05650154749551,2.378100354493514,0.2111516793568929,0.0259056957131927,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.48033853964574,-17.537607006647608,-17.986287319814373,-17.334744288702574,0.6313136536207044,32
34,191.98917603492737,4.018940911673613,0.19393213589986166,0.013428549009659313,100,0.0,2,2,0.0,"OrderedDict([('max_depth', 100), ('min_impurity_decrease', 0.0), ('min_samples_leaf', 2), ('min_samples_split', 2), ('min_weight_fraction_leaf', 0.0)])",-16.461750091725904,-17.456421499194114,-17.93265855951122,-17.283610050143746,0.6128027294558468,4
