,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__leaf_size,param_estimator__n_neighbors,param_estimator__p,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.4038843313852946,0.31908644358474925,0.22969500223795572,0.003346667026396785,72,20,2,0.6088601594349495,0.193336546440188,41,"OrderedDict([('estimator__leaf_size', 72), ('estimator__n_neighbors', 20), ('estimator__p', 2), ('max_features', 0.6088601594349495), ('max_samples', 0.193336546440188), ('n_estimators', 41)])",-2.1331693863666485,-2.4350570788562504,-2.2782564781320804,-2.2821609811183268,0.12327605492511867,50
1,0.43272988001505536,0.2719176818481864,0.24021450678507486,0.011704467766676378,99,15,2,0.7946780290030404,0.2928307314771491,35,"OrderedDict([('estimator__leaf_size', 99), ('estimator__n_neighbors', 15), ('estimator__p', 2), ('max_features', 0.7946780290030404), ('max_samples', 0.2928307314771491), ('n_estimators', 35)])",-2.0714763006935817,-2.3553473495938757,-2.2230982565287536,-2.2166406356054034,0.1159797935042438,47
2,0.7462907632191976,0.09495981607933889,0.8972454865773519,0.04475363696681447,7,12,1,0.8649985258916382,0.6892446077489811,61,"OrderedDict([('estimator__leaf_size', 7), ('estimator__n_neighbors', 12), ('estimator__p', 1), ('max_features', 0.8649985258916382), ('max_samples', 0.6892446077489811), ('n_estimators', 61)])",-1.9263245451636373,-2.1502236499084293,-2.05392373456956,-2.0434906432138757,0.09170365068271775,8
3,0.24225195248921713,0.058943584786809396,0.3155083656311035,0.13971441096341175,38,14,2,0.25620495015313016,0.4010061454929926,87,"OrderedDict([('estimator__leaf_size', 38), ('estimator__n_neighbors', 14), ('estimator__p', 2), ('max_features', 0.25620495015313016), ('max_samples', 0.4010061454929926), ('n_estimators', 87)])",-2.0670290223169667,-2.331039795814821,-2.205692281676492,-2.201253699936093,0.10782763370810364,45
4,0.22594793637593588,0.053412647859691575,0.22243889172871908,0.004558306743731817,25,8,1,0.18231168499195075,0.319839874104602,62,"OrderedDict([('estimator__leaf_size', 25), ('estimator__n_neighbors', 8), ('estimator__p', 1), ('max_features', 0.18231168499195075), ('max_samples', 0.319839874104602), ('n_estimators', 62)])",-1.9494803024083973,-2.185583496033664,-2.0740955366704124,-2.0697197783708248,0.0964383739512264,33
5,1.0513227780659993,0.9970440054449939,0.22076869010925293,0.013714379721868841,37,13,2,0.6363117050684205,0.43655471833503445,38,"OrderedDict([('estimator__leaf_size', 37), ('estimator__n_neighbors', 13), ('estimator__p', 2), ('max_features', 0.6363117050684205), ('max_samples', 0.43655471833503445), ('n_estimators', 38)])",-2.051677717468315,-2.321989516999636,-2.2032843542786664,-2.1923171962488723,0.11062647711376355,42
6,0.4519345760345459,0.040709142945973255,0.5729842980702718,0.12045878898687835,43,13,1,0.6070707177259225,0.624590866470375,43,"OrderedDict([('estimator__leaf_size', 43), ('estimator__n_neighbors', 13), ('estimator__p', 1), ('max_features', 0.6070707177259225), ('max_samples', 0.624590866470375), ('n_estimators', 43)])",-1.9223299648003032,-2.1711357712828963,-2.053868049625111,-2.04911126190277,0.10163022059387634,18
7,0.3626526991526286,0.16622644636904738,0.3051280975341797,0.13812956407485522,40,8,2,0.3273085036960678,0.372754410525141,66,"OrderedDict([('estimator__leaf_size', 40), ('estimator__n_neighbors', 8), ('estimator__p', 2), ('max_features', 0.3273085036960678), ('max_samples', 0.372754410525141), ('n_estimators', 66)])",-2.055400702759593,-2.297711283745149,-2.1864947221135536,-2.1798689028727654,0.09903376705228094,41
8,0.7120025952657064,0.6234670051899189,0.326982577641805,0.01713042606559081,93,18,1,0.33839083837344974,0.5849745205852728,48,"OrderedDict([('estimator__leaf_size', 93), ('estimator__n_neighbors', 18), ('estimator__p', 1), ('max_features', 0.33839083837344974), ('max_samples', 0.5849745205852728), ('n_estimators', 48)])",-1.940434926737369,-2.1959950577253,-2.067663857050698,-2.068031280504456,0.10433231007263245,32
9,0.7284255822499593,0.0659206467151992,0.4394980271657308,0.06636688105816253,31,3,2,0.46214346684405383,0.9133783594216324,69,"OrderedDict([('estimator__leaf_size', 31), ('estimator__n_neighbors', 3), ('estimator__p', 2), ('max_features', 0.46214346684405383), ('max_samples', 0.9133783594216324), ('n_estimators', 69)])",-2.1049461131458727,-2.2792112605931365,-2.2194319533407247,-2.2011964423599113,0.07230253937104689,44
10,2.1369171142578125,0.03375417138594367,2.046001672744751,0.06360045794021556,3,11,1,1.0,1.0,100,"OrderedDict([('estimator__leaf_size', 3), ('estimator__n_neighbors', 11), ('estimator__p', 1), ('max_features', 1.0), ('max_samples', 1.0), ('n_estimators', 100)])",-1.9601897317144268,-2.128792047247957,-2.091233070670641,-2.0600716165443416,0.07227245841612652,27
11,0.49400774637858075,0.4408636105200513,0.3964715798695882,0.04275969688108722,100,3,1,1.0,0.8284408128986448,5,"OrderedDict([('estimator__leaf_size', 100), ('estimator__n_neighbors', 3), ('estimator__p', 1), ('max_features', 1.0), ('max_samples', 0.8284408128986448), ('n_estimators', 5)])",-2.075176584963768,-2.2792447425976383,-2.227691270856102,-2.194037532805836,0.08664249843884342,43
12,0.5648135344187418,0.5654154927268498,0.2110584576924642,0.004924304521767472,3,13,1,0.1,0.1,100,"OrderedDict([('estimator__leaf_size', 3), ('estimator__n_neighbors', 13), ('estimator__p', 1), ('max_features', 0.1), ('max_samples', 0.1), ('n_estimators', 100)])",-2.0998596040677255,-2.408589355958919,-2.2447886570533835,-2.2510792056933426,0.12611685897701708,48
