,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.032747348149617515,0.0008092147225572543,0.0018068949381510417,4.284567534972889e-05,6.54411906398182,"OrderedDict([('alpha', 6.54411906398182)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
1,0.04104781150817871,0.001338950008946214,0.0024390220642089844,0.0002688862706983903,3.9800072353179865,"OrderedDict([('alpha', 3.9800072353179865)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
2,0.03743354479471842,0.002614979390741082,0.002070347468058268,0.00013992961335137314,1.9304403022442589,"OrderedDict([('alpha', 1.9304403022442589)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
3,0.03770303726196289,0.0007573947740805015,0.002032597859700521,7.414890212631947e-05,6.697209896718622,"OrderedDict([('alpha', 6.697209896718622)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
4,0.037902514139811196,0.000668529559840924,0.002098560333251953,4.160933611177293e-05,4.115209711941138,"OrderedDict([('alpha', 4.115209711941138)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
5,0.05511641502380371,0.004525393680336993,0.0024788379669189453,5.058221207635687e-05,0.1475205109938833,"OrderedDict([('alpha', 0.1475205109938833)])",-2.2977360934759345,-2.630381178112128,-2.528714097555632,-2.4856104563812313,0.13918005363562622,29
6,0.03779021898905436,0.00224867833125357,0.00213623046875,9.10161689648375e-05,9.916213082507715,"OrderedDict([('alpha', 9.916213082507715)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
7,0.041954755783081055,0.0009401287479111091,0.0023781458536783853,8.722348199998325e-05,7.554371937511012,"OrderedDict([('alpha', 7.554371937511012)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
8,0.040433247884114586,0.0010672302768939903,0.0023676554361979165,9.938258257586897e-05,6.9946440771202,"OrderedDict([('alpha', 6.9946440771202)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
9,0.04060244560241699,0.00788200866429224,0.0022742748260498047,0.00038616803793627076,7.233036954052525,"OrderedDict([('alpha', 7.233036954052525)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
10,0.1297470728556315,0.01505061819070086,0.0018076101938883464,5.328369287038343e-05,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
11,0.18674818674723306,0.012193741279262767,0.002029975255330404,0.00023247627719882337,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
12,0.09070038795471191,0.00547606280580278,0.0023056666056315103,0.0005835659673009319,0.034809805400703844,"OrderedDict([('alpha', 0.034809805400703844)])",-1.9411301423060452,-2.200750511819469,-2.1921572478468168,-2.11134596732411,0.12041188025927597,28
13,0.04799469312032064,0.006696552676942019,0.0022025108337402344,0.0001468202955861627,0.40688853849296475,"OrderedDict([('alpha', 0.40688853849296475)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
14,0.16992767651875815,0.02735545753370275,0.0018393198649088542,0.00015108658074885925,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
15,0.13448294003804526,0.012925216318637219,0.0017983118693033855,9.02441529832897e-05,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
16,0.04372278849283854,0.0056246523938279875,0.0019078254699707031,0.00020733928405312983,5.327389903466092,"OrderedDict([('alpha', 5.327389903466092)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
17,0.0477294127146403,0.006386557643091305,0.0018419424692789714,0.00024234091106198875,8.733288148262409,"OrderedDict([('alpha', 8.733288148262409)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
18,0.040958801905314125,0.0023821747987807906,0.0018033981323242188,0.00019260689833499873,2.964126263726243,"OrderedDict([('alpha', 2.964126263726243)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
19,0.04174105326334635,0.0072632954463821555,0.001828591028849284,0.0002286314698749512,1.169123776895818,"OrderedDict([('alpha', 1.169123776895818)])",-2.6608273649274867,-2.99665870517637,-2.831724469997398,-2.8297368467004183,0.13710977416682904,30
20,0.12449868520100911,0.021853010170380178,0.001712799072265625,0.00012358379767918575,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
21,0.1237328052520752,0.012639043755944804,0.0016979376475016277,0.00013783100659885456,0.01,"OrderedDict([('alpha', 0.01)])",-1.9733945764196845,-1.9794577682746164,-1.9850737705203692,-1.9793087050715565,0.004769175930860347,1
