,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.29350097974141437,0.0008454262825344908,0.22352846463521323,0.0019118574646226315,0.0024159826580401277,5,rbf,"OrderedDict([('alpha', 0.0024159826580401277), ('degree', 5), ('kernel', 'rbf')])",-2.0523258663009805,-2.1290248049868876,-2.196585199073414,-2.125978623453761,0.05893300257884089,106
1,0.2990838686625163,0.0006200639259953627,0.22255619366963705,0.0019705119388303306,3.0901848502523763,3,rbf,"OrderedDict([('alpha', 3.0901848502523763), ('degree', 3), ('kernel', 'rbf')])",-2.443767176569616,-2.486729556660531,-2.550010394149766,-2.493502375793304,0.04363720606470063,127
2,0.29461201032002765,0.001915000035948719,0.22260149319966635,0.0015611505140418545,0.005752264345584179,5,rbf,"OrderedDict([('alpha', 0.005752264345584179), ('degree', 5), ('kernel', 'rbf')])",-2.0501911383587847,-2.1279240447858703,-2.1941612402436554,-2.1240921411294367,0.05883797058254787,102
3,0.2951352596282959,0.0014667291762578477,0.2213305632273356,0.0022197164286625595,0.00046720258857505637,2,rbf,"OrderedDict([('alpha', 0.00046720258857505637), ('degree', 2), ('kernel', 'rbf')])",-2.0536689052435038,-2.129751158346136,-2.198232787552462,-2.1272176170473673,0.05904514171769482,115
4,0.2951335906982422,0.0015668326774992433,0.2217257817586263,0.002737514153951972,0.0005488030155587154,4,rbf,"OrderedDict([('alpha', 0.0005488030155587154), ('degree', 4), ('kernel', 'rbf')])",-2.053608364392834,-2.129717333650574,-2.198160811263349,-2.127162169768919,0.05904094128037973,114
5,0.29657570521036786,0.0017841767521029523,0.22162326176961264,0.0024049011897299467,0.00015260173475870563,4,rbf,"OrderedDict([('alpha', 0.00015260173475870563), ('degree', 4), ('kernel', 'rbf')])",-2.053903107686045,-2.12988743059832,-2.1985121304516273,-2.1274342229119974,0.05906186607994677,118
6,0.2882215976715088,0.0005784234226682823,0.22292820612589517,0.003415499062043195,0.48759881872667454,3,rbf,"OrderedDict([('alpha', 0.48759881872667454), ('degree', 3), ('kernel', 'rbf')])",-2.1329471492664758,-2.1965375048759403,-2.2425145518896064,-2.190666402010674,0.044922943774391454,122
7,0.28810540835062665,0.001364137054696555,0.22150556246439615,0.002320798080600982,0.001477529265773933,5,rbf,"OrderedDict([('alpha', 0.001477529265773933), ('degree', 5), ('kernel', 'rbf')])",-2.0529482755789075,-2.1293578429283304,-2.1973552144551993,-2.126553777654146,0.05898721943750013,109
8,0.2884685198465983,0.0029235256591066765,0.2212036450703939,0.0020948447380288106,5.370830785318986,3,rbf,"OrderedDict([('alpha', 5.370830785318986), ('degree', 3), ('kernel', 'rbf')])",-2.575406008807021,-2.6309677633597737,-2.668141724185644,-2.6248384987841464,0.03810646611687475,128
9,0.2862284183502197,0.006241223768652843,0.22089727719624838,0.0025025098108319857,0.0010566112182911398,5,rbf,"OrderedDict([('alpha', 0.0010566112182911398), ('degree', 5), ('kernel', 'rbf')])",-2.0532335038890275,-2.129507140812497,-2.197717261946171,-2.1268193022158983,0.05901585912741203,112
10,0.2903319199879964,0.006317885444460261,0.2210237185160319,0.0012621589594944082,0.05974717551901249,2,rbf,"OrderedDict([('alpha', 0.05974717551901249), ('degree', 2), ('kernel', 'rbf')])",-2.0428488810378402,-2.118159235212562,-2.17801037523989,-2.113006163830097,0.05529962620269842,87
11,0.2900896867116292,0.006736692571978836,0.22264997164408365,0.0037962963702682685,0.07071610021295224,6,rbf,"OrderedDict([('alpha', 0.07071610021295224), ('degree', 6), ('kernel', 'rbf')])",-2.0441536954551127,-2.1188057013134434,-2.177798536793534,-2.1135859778540302,0.054684976845184356,90
12,0.2969924608866374,0.014405568955918773,0.22180819511413574,0.002772797339602566,0.02855849830983457,6,rbf,"OrderedDict([('alpha', 0.02855849830983457), ('degree', 6), ('kernel', 'rbf')])",-2.041708830264001,-2.1215621804109213,-2.1834262704276144,-2.115565760367512,0.05801106791888703,94
13,0.31551138559977215,0.013771138012300099,0.2205957571665446,0.002495409485346744,0.0001,2,rbf,"OrderedDict([('alpha', 0.0001), ('degree', 2), ('kernel', 'rbf')])",-2.053942390281574,-2.129910866670865,-2.1985591253964736,-2.127470794116304,0.05906474122732844,121
14,0.3123064835866292,0.011191364351740687,0.22096959749857584,0.0030562746894544734,0.12207259277413236,2,rbf,"OrderedDict([('alpha', 0.12207259277413236), ('degree', 2), ('kernel', 'rbf')])",-2.052549996796488,-2.1253953275758652,-2.18028752839524,-2.1194109509225307,0.05232003324210376,96
15,0.3101952075958252,0.009091276576559334,0.22119537989298502,0.0019588242982401796,0.04641920678048299,2,rbf,"OrderedDict([('alpha', 0.04641920678048299), ('degree', 2), ('kernel', 'rbf')])",-2.0417322606287827,-2.1183077603393756,-2.1792053300784184,-2.1130817836821922,0.05624466985111961,88
16,0.3109886646270752,0.017522148571320926,0.22088034947713217,0.0025205430889828767,0.015097314789618916,2,rbf,"OrderedDict([('alpha', 0.015097314789618916), ('degree', 2), ('kernel', 'rbf')])",-2.04530086491352,-2.125169903790193,-2.1889108674491204,-2.119793878717611,0.05875164928893236,97
17,0.31824715932210285,0.02577940717020709,0.22104891141255698,0.0023325608087141534,0.00010003805361577609,6,rbf,"OrderedDict([('alpha', 0.00010003805361577609), ('degree', 6), ('kernel', 'rbf')])",-2.053942361850564,-2.1299108497156207,-2.1985590913689235,-2.1274707676450357,0.05906473914008811,120
