,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5542575518290201,0.0022394437391291275,0.4393804868062337,0.004729703221589511,0.0012861956822366346,5,rbf,"OrderedDict([('alpha', 0.0012861956822366346), ('degree', 5), ('kernel', 'rbf')])",-2.129866125428133,-2.2032263248285506,-2.1376711398212205,-2.1569211966926347,0.03289734772674711,104
1,0.5530843734741211,0.0003453732118400677,0.4415092468261719,0.0037222573229766663,0.007716696681914972,2,rbf,"OrderedDict([('alpha', 0.007716696681914972), ('degree', 2), ('kernel', 'rbf')])",-2.1295743083426366,-2.2027010644749527,-2.1356486071203373,-2.155974659979309,0.03313348693017471,94
2,0.5600267251332601,0.0006730817404323971,0.4421594937642415,0.0044733201145154226,4.26290946743954,5,rbf,"OrderedDict([('alpha', 4.26290946743954), ('degree', 5), ('kernel', 'rbf')])",-2.5405200624743602,-2.599510224371399,-2.573074909670011,-2.5710350655052565,0.02412578873767054,128
3,0.5576218763987223,0.003151512461601243,0.44069719314575195,0.006644671326067117,0.0024809717396941273,3,rbf,"OrderedDict([('alpha', 0.0024809717396941273), ('degree', 3), ('kernel', 'rbf')])",-2.1297243372358285,-2.203087954316807,-2.13726972056724,-2.156694004039958,0.032949781679828066,100
4,0.5691203276316324,0.003172381859472074,0.44120073318481445,0.006872020128591816,0.010482370566112934,3,rbf,"OrderedDict([('alpha', 0.010482370566112934), ('degree', 3), ('kernel', 'rbf')])",-2.129597266571731,-2.2025586374591146,-2.1349332585329917,-2.155696387521279,0.033208142118861826,91
5,0.5511393547058105,0.002030463027792765,0.4385472933451335,0.00507031006839231,0.3665563207176902,6,rbf,"OrderedDict([('alpha', 0.3665563207176902), ('degree', 6), ('kernel', 'rbf')])",-2.1862132238684753,-2.250626392863644,-2.1894056995126556,-2.208748438748258,0.029640853067485845,124
6,0.5385991732279459,0.004526856285558455,0.4387659231821696,0.005240958233968707,0.0008894842627900436,5,rbf,"OrderedDict([('alpha', 0.0008894842627900436), ('degree', 5), ('kernel', 'rbf')])",-2.129918551223887,-2.203272980300754,-2.1378065883007245,-2.156999373275122,0.032878466231495346,107
7,0.5583136876424154,0.004565560092268812,0.43918633460998535,0.005086576849474485,0.0001596274354314083,3,rbf,"OrderedDict([('alpha', 0.0001596274354314083), ('degree', 3), ('kernel', 'rbf')])",-2.1300160190016246,-2.2033597552168587,-2.1380586556120664,-2.157144809943517,0.032843435426027,116
8,0.5568559964497884,0.0012555527178496563,0.4423127969106038,0.0044546984878420055,0.26254005172002565,3,rbf,"OrderedDict([('alpha', 0.26254005172002565), ('degree', 3), ('kernel', 'rbf')])",-2.1686067501442854,-2.2320890874845767,-2.1657613470705517,-2.188819061566471,0.030618572107770803,123
9,0.5664010047912598,0.01775543732591671,0.4393339951833089,0.00404302255331191,0.10035809909313968,6,rbf,"OrderedDict([('alpha', 0.10035809909313968), ('degree', 6), ('kernel', 'rbf')])",-2.1403057251834143,-2.206267854376917,-2.136587893334079,-2.1610538242981367,0.03200715498539475,121
10,0.5559875965118408,0.011102145655923526,0.4394973913828532,0.005251187869825518,0.0001,6,rbf,"OrderedDict([('alpha', 0.0001), ('degree', 6), ('kernel', 'rbf')])",-2.130024040470104,-2.2033668987073107,-2.13807941512381,-2.157156784767075,0.03284055661302634,118
11,0.562258799870809,0.01553907651852924,0.43958290417989093,0.004161242809202771,0.03512677885565058,2,rbf,"OrderedDict([('alpha', 0.03512677885565058), ('degree', 2), ('kernel', 'rbf')])",-2.130965035115362,-2.202141333663553,-2.131435892364358,-2.154847420381091,0.03344239925418035,50
12,0.5786377588907877,0.001459413780913883,0.4390251636505127,0.005544377898991456,0.0001,2,rbf,"OrderedDict([('alpha', 0.0001), ('degree', 2), ('kernel', 'rbf')])",-2.130024040470104,-2.2033668987073107,-2.13807941512381,-2.157156784767075,0.03284055661302634,118
13,0.5683039824167887,0.017794499626953567,0.43911274274190265,0.004596813346887067,0.025473861014036356,6,rbf,"OrderedDict([('alpha', 0.025473861014036356), ('degree', 6), ('kernel', 'rbf')])",-2.130248688868254,-2.202160290915078,-2.1323483215803227,-2.1549191004545514,0.03341556195823732,76
14,0.5875566005706787,0.008617001944301003,0.4414213498433431,0.006594847544971713,0.004675297943707378,6,rbf,"OrderedDict([('alpha', 0.004675297943707378), ('degree', 6), ('kernel', 'rbf')])",-2.1295554072116656,-2.2029026283353548,-2.13655711692433,-2.1563383841571166,0.0330497363745717,96
15,0.5703593889872233,0.031897956817768094,0.45251893997192383,0.0220688246025889,0.0003617717018123598,6,rbf,"OrderedDict([('alpha', 0.0003617717018123598), ('degree', 6), ('kernel', 'rbf')])",-2.12998889132074,-2.2033355990437093,-2.1379884661013753,-2.157104318821941,0.032853175923345794,113
16,0.5699944496154785,0.011437131902821291,0.4392070770263672,0.004990627985004214,0.020485991844963716,2,rbf,"OrderedDict([('alpha', 0.020485991844963716), ('degree', 2), ('kernel', 'rbf')])",-2.1299363744785342,-2.2022611918719983,-2.1329903203234903,-2.1550626288913413,0.03339770358258474,83
17,0.5691265265146891,0.01690492843558767,0.44134100278218585,0.0067522567678422775,0.040697079067801026,6,rbf,"OrderedDict([('alpha', 0.040697079067801026), ('degree', 6), ('kernel', 'rbf')])",-2.131536640912425,-2.2022564370373545,-2.131274211771635,-2.155022429907138,0.033399658575565164,80
