,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0929107666015625,2.8920478300296644e-05,0.04681523640950521,0.0005281361820694666,0.01340841190241529,3,rbf,"OrderedDict([('alpha', 0.01340841190241529), ('degree', 3), ('kernel', 'rbf')])",-1.918886290007924,-1.9573010708499583,-2.046407970800851,-1.9741984438862445,0.053414016136271815,108
1,0.0701001485188802,0.0005628145268269104,0.04480210940043131,0.00023947025516049704,0.553152040445465,2,rbf,"OrderedDict([('alpha', 0.553152040445465), ('degree', 2), ('kernel', 'rbf')])",-2.008805485822591,-1.9841584751397061,-2.032386564507862,-2.0084501751567196,0.019690637966263226,119
2,0.06941533088684082,0.0006854157506573907,0.04446784655253092,0.0005427066882583451,0.0012684250442402828,3,rbf,"OrderedDict([('alpha', 0.0012684250442402828), ('degree', 3), ('kernel', 'rbf')])",-1.929711016727133,-1.9783324552095112,-2.075597916103346,-1.9945471293466632,0.060651647932719675,113
3,0.06780592600504558,0.0016065152243799291,0.04454302787780762,0.0005731226920092712,3.1382423900377203,6,rbf,"OrderedDict([('alpha', 3.1382423900377203), ('degree', 6), ('kernel', 'rbf')])",-2.1586691359781036,-2.2423604495401763,-2.22874349300424,-2.209924359507507,0.03666677724782289,125
4,0.07019925117492676,0.0003686546460215571,0.045041799545288086,0.0006870108478011114,0.17110275672818984,2,rbf,"OrderedDict([('alpha', 0.17110275672818984), ('degree', 2), ('kernel', 'rbf')])",-1.9480754483001708,-1.929418177715843,-1.9869698484009035,-1.9548211581389723,0.023974669279365007,104
5,0.06906167666117351,0.00017528380148979433,0.04461137453715006,0.0004706984328738669,1.2220478488978093,2,rbf,"OrderedDict([('alpha', 1.2220478488978093), ('degree', 2), ('kernel', 'rbf')])",-2.0579993010808995,-2.0738884456409616,-2.106789409245991,-2.079559051989284,0.020318062505376114,121
6,0.06923294067382812,0.001066211582147859,0.04425382614135742,0.000508691204917031,0.07575793647454118,5,rbf,"OrderedDict([('alpha', 0.07575793647454118), ('degree', 5), ('kernel', 'rbf')])",-1.9238612164993913,-1.924385553538817,-1.995298069695812,-1.9478482799113401,0.03355275095801295,100
7,0.06927355130513509,0.001100262975532165,0.044173876444498696,0.00043255326118034267,9.615476303534052,5,rbf,"OrderedDict([('alpha', 9.615476303534052), ('degree', 5), ('kernel', 'rbf')])",-2.3640508187939107,-2.5322304663051374,-2.45449229108984,-2.4502578587296298,0.06872431046003065,128
8,0.06959954897562663,0.00024813654076887996,0.04438519477844238,0.0005786338197050575,2.1580480971009406,3,rbf,"OrderedDict([('alpha', 2.1580480971009406), ('degree', 3), ('kernel', 'rbf')])",-2.1111613443529342,-2.169791463361608,-2.1721155075111422,-2.151022771741895,0.028202249796972858,124
9,0.06919312477111816,0.0005884813235489566,0.044669548670450844,0.0006834029290022994,0.0005682821567047842,3,rbf,"OrderedDict([('alpha', 0.0005682821567047842), ('degree', 3), ('kernel', 'rbf')])",-1.9306261944597332,-1.9800823618715264,-2.077712237737739,-1.9961402646896662,0.06111174581034568,115
10,0.06880879402160645,0.0002206118775086959,0.04445298512776693,0.00039582990993502923,0.0001,6,rbf,"OrderedDict([('alpha', 0.0001), ('degree', 6), ('kernel', 'rbf')])",-1.9312730510027762,-1.9812730443702908,-2.079166222211728,-1.997237439194932,0.061423361186375126,118
11,0.06938982009887695,0.0006396042206149098,0.044431606928507485,0.00040817192657905115,0.05831280401891129,2,rbf,"OrderedDict([('alpha', 0.05831280401891129), ('degree', 2), ('kernel', 'rbf')])",-1.9203869497954333,-1.927958970785027,-2.0020286579379625,-1.950124859506141,0.03683148195231067,102
12,0.0703419844309489,0.0006241793645052794,0.044653892517089844,0.0005331663517143464,0.09212349982727913,2,rbf,"OrderedDict([('alpha', 0.09212349982727913), ('degree', 2), ('kernel', 'rbf')])",-1.9277197587237853,-1.9232654163690248,-1.9911114473531195,-1.9473655408153097,0.030986433005047383,5
13,0.07058382034301758,0.0001889546083836988,0.04439767201741537,0.00044434896984353774,0.09878731165906124,6,rbf,"OrderedDict([('alpha', 0.09878731165906124), ('degree', 6), ('kernel', 'rbf')])",-1.9292513862987843,-1.9232092626461603,-1.9902093278618134,-1.947556658935586,0.03026069441212666,98
14,0.0687545935312907,0.0008364353155645161,0.044354915618896484,0.0003825238683299232,0.00010045385044647252,2,rbf,"OrderedDict([('alpha', 0.00010045385044647252), ('degree', 2), ('kernel', 'rbf')])",-1.9312724179058685,-1.9812718823487603,-2.0791648029502316,-1.9972363677349534,0.061423057471723795,117
15,0.06934595108032227,0.0004544198491791751,0.04424293835957845,0.00028078120116234055,0.004644940663689575,6,rbf,"OrderedDict([('alpha', 0.004644940663689575), ('degree', 6), ('kernel', 'rbf')])",-1.9256140262299346,-1.9713722835498815,-2.0660654733664465,-1.9876839277154208,0.05848763146867026,110
16,0.07008226712544759,0.00014077203314268695,0.044184605280558266,0.0003812486451642624,0.09017255356290463,2,rbf,"OrderedDict([('alpha', 0.09017255356290463), ('degree', 2), ('kernel', 'rbf')])",-1.9272607427683481,-1.9233822369876652,-1.9914831639544748,-1.9473753812368295,0.031229079119446373,47
17,0.06935930252075195,0.0003483214661368483,0.04433091481526693,0.00023367958900499336,0.09108441177223199,6,rbf,"OrderedDict([('alpha', 0.09108441177223199), ('degree', 6), ('kernel', 'rbf')])",-1.927476304484733,-1.9233272581086427,-1.9912977518680066,-1.9473671048204606,0.03110980508853304,22
18,0.07033983866373698,0.0008748119779962175,0.04485281308492025,0.0003390269905907985,0.08993069302206534,2,rbf,"OrderedDict([('alpha', 0.08993069302206534), ('degree', 2), ('kernel', 'rbf')])",-1.9272032637433667,-1.9233969323626108,-1.9915326076019655,-1.9473776012359811,0.0312609498685941,51
19,0.06909553209940593,0.00023577988943313677,0.044255336125691734,0.00037538989926730744,0.09068864889179667,6,rbf,"OrderedDict([('alpha', 0.09068864889179667), ('degree', 6), ('kernel', 'rbf')])",-1.927382968307701,-1.9233510377501482,-1.991378030785525,-1.9473706789477916,0.03116140110064365,31
20,0.0686020056406657,0.0011753719074946462,0.044692436854044594,0.0010295812432561773,0.03181798469448478,6,rbf,"OrderedDict([('alpha', 0.03181798469448478), ('degree', 6), ('kernel', 'rbf')])",-1.9152262055805547,-1.9399224471730352,-2.0212395936301744,-1.9587960821279211,0.04529069208087933,105
21,0.0899043083190918,0.016267788084287072,0.04683049519856771,0.0024421536021753264,0.00020373041260026944,6,rbf,"OrderedDict([('alpha', 0.00020373041260026944), ('degree', 6), ('kernel', 'rbf')])",-1.9311286172990554,-1.9810078649517215,-2.0788423534741653,-1.9969929452416473,0.06135404935079145,116
22,0.08222667376200359,0.008680794840636944,0.04548319180806478,0.0006753702840796636,0.20761817039784067,6,rbf,"OrderedDict([('alpha', 0.20761817039784067), ('degree', 6), ('kernel', 'rbf')])",-1.9567941177696004,-1.9349998718398675,-1.9881914638806542,-1.9599951511633742,0.021833022802617272,107
23,0.09717591603597005,0.007550722047142329,0.044666290283203125,0.0006324344816126826,0.08847760823457088,6,rbf,"OrderedDict([('alpha', 0.08847760823457088), ('degree', 6), ('kernel', 'rbf')])",-1.9268552219265855,-1.92348623406036,-1.9918359436398074,-1.9473924665422508,0.03145636673448329,70
24,0.0911094347635905,0.01719431737787835,0.04741239547729492,0.0019360748480987692,0.09043980281062489,2,rbf,"OrderedDict([('alpha', 0.09043980281062489), ('degree', 2), ('kernel', 'rbf')])",-1.9273241070482074,-1.9233660542415096,-1.9914286597844542,-1.947372940358057,0.031193977582627687,36
25,0.08743699391682942,0.0075728238759748935,0.0452576478322347,0.0008457153944404211,0.003574496932199218,2,rbf,"OrderedDict([('alpha', 0.003574496932199218), ('degree', 2), ('kernel', 'rbf')])",-1.9268642426044722,-1.9734612190862508,-2.0689420316102805,-1.9897558311003347,0.05913634143633328,111
26,0.0902692476908366,0.01572646118387225,0.04524532953898112,0.0007866364724649188,0.08866039510415157,6,rbf,"OrderedDict([('alpha', 0.08866039510415157), ('degree', 6), ('kernel', 'rbf')])",-1.9268992602165844,-1.923474904181419,-1.991797161317449,-1.9473904419051509,0.03143139725694495,66
27,0.08508721987406413,0.01239859443173658,0.045231262842814125,0.0010038097834052626,0.031564341370345764,2,rbf,"OrderedDict([('alpha', 0.031564341370345764), ('degree', 2), ('kernel', 'rbf')])",-1.9152085262859215,-1.9400780627644407,-2.0214883613819654,-1.9589249834774425,0.045389100397064515,106
28,0.10160088539123535,0.0004887533575309858,0.04460263252258301,0.0004147022819681412,0.09039703874775469,2,rbf,"OrderedDict([('alpha', 0.09039703874775469), ('degree', 2), ('kernel', 'rbf')])",-1.9273139782249458,-1.923368639848387,-1.991437372176145,-1.947373330083159,0.03119958629966857,38
29,0.08741331100463867,0.012570883210946281,0.04489811261494955,0.0005669373011658706,0.08850439995403557,2,rbf,"OrderedDict([('alpha', 0.08850439995403557), ('degree', 2), ('kernel', 'rbf')])",-1.9268616814358683,-1.923484571648302,-1.9918302550060687,-1.947392169363413,0.0314527032152227,69
30,0.08897789319356282,0.015352078955658644,0.04506325721740723,0.00011302968623957556,0.053600847007433734,6,rbf,"OrderedDict([('alpha', 0.053600847007433734), ('degree', 6), ('kernel', 'rbf')])",-1.9193939607172676,-1.9293816199555325,-2.0043915642300516,-1.951055714967617,0.03793391575423207,103
31,0.08334906895955403,0.013372264666340086,0.04739991823832194,0.0027384514188263293,0.09060766697236632,4,rbf,"OrderedDict([('alpha', 0.09060766697236632), ('degree', 4), ('kernel', 'rbf')])",-1.9273638278572525,-1.923355919086338,-1.9913944940912567,-1.9473714136782823,0.031171991059971264,32
32,0.08077843983968098,0.014889820062306096,0.04545927047729492,0.0010458374032423707,0.0903678811365685,4,rbf,"OrderedDict([('alpha', 0.0903678811365685), ('degree', 4), ('kernel', 'rbf')])",-1.9273070698575565,-1.9233704036278094,-1.9914433144954864,-1.9473735959936171,0.03120341222662019,39
33,0.08265725771586101,0.0013484635917729903,0.04525224367777506,0.00025242694590818255,0.0005965688636224555,6,rbf,"OrderedDict([('alpha', 0.0005965688636224555), ('degree', 6), ('kernel', 'rbf')])",-1.9305878357925452,-1.9800109651761053,-2.0776250703221204,-1.9960746237635902,0.06109292337599495,114
