,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.26086123784383136,0.001883755823696639,0.20138923327128092,0.0027892831596038705,4.9784294897892696e-05,6,linear,"OrderedDict([('alpha', 4.9784294897892696e-05), ('degree', 6), ('kernel', 'linear')])",-31.153366029429822,-31.156213021724795,-31.46598426315643,-31.25852110477035,0.1467032103873388,48
1,0.26393898328145343,0.0005214102339815089,0.20073954264322916,0.0022487465908382835,0.002404754906663853,8,linear,"OrderedDict([('alpha', 0.002404754906663853), ('degree', 8), ('kernel', 'linear')])",-31.15327016002813,-31.156133125306653,-31.465939838742322,-31.2584477080257,0.14672374807676059,47
2,0.28113770484924316,0.0011412731720890847,0.222363551457723,0.003557160415643062,1.2382325517587733e-05,7,rbf,"OrderedDict([('alpha', 1.2382325517587733e-05), ('degree', 7), ('kernel', 'rbf')])",-2.054007901469966,-2.129949909269653,-2.198637588823274,-2.1275317998542977,0.05906957511182531,2
3,0.26133402188618976,0.003514717518647291,0.2002542813618978,0.002366597807069785,5.635095779202702e-06,6,linear,"OrderedDict([('alpha', 5.635095779202702e-06), ('degree', 6), ('kernel', 'linear')])",-31.15336782672739,-31.156214519569826,-31.465985095994842,-31.258522480764018,0.14670282536212256,49
4,0.27738157908121747,0.002446854309284341,0.22258551915486655,0.0031501319298785834,5.918872436842779e-06,4,rbf,"OrderedDict([('alpha', 5.918872436842779e-06), ('degree', 4), ('kernel', 'rbf')])",-2.05401273806605,-2.129952789669728,-2.198643386151765,-2.127536304629181,0.059069933927996934,3
5,0.26073575019836426,0.00027775160737905256,0.20171173413594565,0.001957172876702305,1.5867567529530673e-06,7,linear,"OrderedDict([('alpha', 1.5867567529530673e-06), ('degree', 7), ('kernel', 'linear')])",-31.153367991533486,-31.156214656917303,-31.46598517236352,-31.2585226069381,0.14670279005668474,50
6,0.2612013816833496,0.002299268339614516,0.20053815841674805,0.0025182996548586255,0.16175129025891738,3,linear,"OrderedDict([('alpha', 0.16175129025891738), ('degree', 3), ('kernel', 'linear')])",-31.14678586065613,-31.15072888009577,-31.462934728965838,-31.25348315657258,0.14811337489477802,45
7,0.2744722366333008,0.001322052970924158,0.22075835863749185,0.002217768754200034,0.553356774579378,6,rbf,"OrderedDict([('alpha', 0.553356774579378), ('degree', 6), ('kernel', 'rbf')])",-2.144880697032991,-2.2093393168101962,-2.25625667768463,-2.2034922305092723,0.04565664303754269,44
8,0.27930935223897296,0.0007081279668240873,0.22032944361368814,0.0025563345772734265,0.004227877168582658,4,rbf,"OrderedDict([('alpha', 0.004227877168582658), ('degree', 4), ('kernel', 'rbf')])",-2.051151772580787,-2.1284042480067225,-2.1952329455049227,-2.1249296553641437,0.05887218184803739,1
9,0.26401638984680176,0.0010557220449408733,0.20041354497273764,0.002089385044533221,0.10381917757934118,5,linear,"OrderedDict([('alpha', 0.10381917757934118), ('degree', 5), ('kernel', 'linear')])",-31.1491427034228,-31.152693226574034,-31.464027081393585,-31.255287670463474,0.1476081700770647,46
