,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.522446076075236,0.005512945548562198,0.4020669460296631,0.0057155629460536265,0.001045359983151221,5,linear,"OrderedDict([('alpha', 0.001045359983151221), ('degree', 5), ('kernel', 'linear')])",-31.121354047729987,-31.057599614497576,-31.27710858378782,-31.1520207486718,0.09220044038111463,48
1,0.5119492212931315,0.007615707459202003,0.4009257952372233,0.0045045512278523055,0.0033249560794634168,7,linear,"OrderedDict([('alpha', 0.0033249560794634168), ('degree', 7), ('kernel', 'linear')])",-31.12132549861561,-31.057574838421612,-31.2770969690498,-31.15199910202901,0.0922068107341919,47
2,0.5152297814687093,0.004639902602927099,0.4007530212402344,0.004612218034422603,1.471601269406728e-05,4,linear,"OrderedDict([('alpha', 1.471601269406728e-05), ('degree', 4), ('kernel', 'linear')])",-31.121366955297532,-31.057610816203134,-31.277113835013367,-31.15203053550468,0.0921975602715582,50
3,0.5107930501302084,0.0036915268656555894,0.40148178736368817,0.00483617765077014,0.003387490387185676,5,linear,"OrderedDict([('alpha', 0.003387490387185676), ('degree', 5), ('kernel', 'linear')])",-31.121324715452385,-31.05757415876053,-31.27709665043235,-31.15199850821509,0.09220698548840421,46
4,0.5378182729085287,0.004813068243080292,0.43758781750996906,0.004979669141171303,0.010281458380274498,4,rbf,"OrderedDict([('alpha', 0.010281458380274498), ('degree', 4), ('kernel', 'rbf')])",-2.1295954159157957,-2.202568572630105,-2.134983842081834,-2.155715943542578,0.033202765180495905,1
5,0.5096898078918457,0.004271865332937734,0.4003320535024007,0.004856635475369081,0.07979947852912499,6,linear,"OrderedDict([('alpha', 0.07979947852912499), ('degree', 6), ('kernel', 'linear')])",-31.12036780288813,-31.056743705167978,-31.27670733531741,-31.15127294779117,0.0924205808004463,44
6,0.5115152994791666,0.006872662453610266,0.40009625752766925,0.005136489518951707,0.0005240676264319112,6,linear,"OrderedDict([('alpha', 0.0005240676264319112), ('degree', 6), ('kernel', 'linear')])",-31.12136057628317,-31.057605280238455,-31.27711123981973,-31.152025698780452,0.09219898363956894,49
7,0.5176348686218262,0.0023882520412276723,0.40166234970092773,0.004658178198999003,0.01123168547060613,7,linear,"OrderedDict([('alpha', 0.01123168547060613), ('degree', 7), ('kernel', 'linear')])",-31.121226477341757,-31.057488903672894,-31.277056683724844,-31.151924021579834,0.09222890698662665,45
8,0.5499249299367269,0.0031945780196946444,0.44035712877909344,0.005223286275693242,2.4297024876758366e-06,4,rbf,"OrderedDict([('alpha', 2.4297024876758366e-06), ('degree', 4), ('kernel', 'rbf')])",-2.1300371854500155,-2.203378605590127,-2.138113439181058,-2.1571764100737334,0.03283584039311663,30
9,0.5736540158589681,0.031053331709386848,0.45107324918111164,0.020326100788645572,0.00027415563572627506,6,rbf,"OrderedDict([('alpha', 0.00027415563572627506), ('degree', 6), ('kernel', 'rbf')])",-2.130000636845266,-2.203346057555359,-2.1380188530254483,-2.1571218491420243,0.0328489576725307,14
10,0.5933437347412109,0.017622911625986972,0.4523022174835205,0.013883825615582348,10.0,8,rbf,"OrderedDict([('alpha', 10.0), ('degree', 8), ('kernel', 'rbf')])",-2.749353643225144,-2.837752001349954,-2.7873493453475873,-2.791484996640895,0.03620676859838429,42
11,0.5873037179311117,0.028351398274996175,0.45143477121988934,0.013540258367530169,2.8408228117109562e-05,5,rbf,"OrderedDict([('alpha', 2.8408228117109562e-05), ('degree', 5), ('kernel', 'rbf')])",-2.1300336832116598,-2.2033754864253208,-2.1381043734962595,-2.157171181044413,0.032837096778050655,28
12,0.5800801118214926,0.02390775108717287,0.4524551232655843,0.016658225895030406,1e-06,3,rbf,"OrderedDict([('alpha', 1e-06), ('degree', 3), ('kernel', 'rbf')])",-2.1300373782413398,-2.203378777295713,-2.138113938241844,-2.157176697926299,0.032835771235079025,31
13,0.5717316468556722,0.009666013727596371,0.4392935434977214,0.004626663143932771,1e-06,3,rbf,"OrderedDict([('alpha', 1e-06), ('degree', 3), ('kernel', 'rbf')])",-2.1300373782413398,-2.203378777295713,-2.138113938241844,-2.157176697926299,0.032835771235079025,31
14,0.5893828868865967,0.006312452471141066,0.44984062512715656,0.014194359077497802,1e-06,4,rbf,"OrderedDict([('alpha', 1e-06), ('degree', 4), ('kernel', 'rbf')])",-2.1300373782413398,-2.203378777295713,-2.138113938241844,-2.157176697926299,0.032835771235079025,31
15,0.5426902770996094,0.0067904544282105265,0.43876036008199054,0.005743137259040761,0.00010358751689452326,3,rbf,"OrderedDict([('alpha', 0.00010358751689452326), ('degree', 3), ('kernel', 'rbf')])",-2.130023557602706,-2.2033664686827175,-2.138078165401548,-2.1571560638956573,0.032840729890754754,22
16,0.5462215741475424,0.004371421356528713,0.44203964869181317,0.004393634718891433,1e-06,5,rbf,"OrderedDict([('alpha', 1e-06), ('degree', 5), ('kernel', 'rbf')])",-2.1300373782413398,-2.203378777295713,-2.138113938241844,-2.157176697926299,0.032835771235079025,31
17,0.5460933844248453,0.0013657882658420573,0.441633145014445,0.0042458053899145694,10.0,4,rbf,"OrderedDict([('alpha', 10.0), ('degree', 4), ('kernel', 'rbf')])",-2.749353643225144,-2.837752001349954,-2.7873493453475873,-2.791484996640895,0.03620676859838429,42
18,0.5694692134857178,0.019583061429308043,0.4504555066426595,0.016605275218117107,4.1938886791065e-05,3,rbf,"OrderedDict([('alpha', 4.1938886791065e-05), ('degree', 3), ('kernel', 'rbf')])",-2.1300318597750416,-2.2033738624588173,-2.138099653629986,-2.157168458621282,0.0328377509609878,27
