,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,1.1583019097646077,0.006163069589350333,0.9880772431691488,0.004132124728052834,0.23694444234243514,3,rbf,"OrderedDict([('alpha', 0.23694444234243514), ('degree', 3), ('kernel', 'rbf')])",-2.2501073960543896,-2.4163749404476094,-2.1891895859409205,-2.2852239741476397,0.09601450191964746,121
1,1.1572680473327637,0.004002605308301449,0.9899727503458658,0.003824003819590375,0.40363083721608917,3,rbf,"OrderedDict([('alpha', 0.40363083721608917), ('degree', 3), ('kernel', 'rbf')])",-2.2784796196750143,-2.434551567407068,-2.2131946867733086,-2.308741957951797,0.09286755439678925,122
2,1.1581152280171711,0.004852772428009768,0.9883265495300293,0.004580377182283004,0.09294315197908312,2,rbf,"OrderedDict([('alpha', 0.09294315197908312), ('degree', 2), ('kernel', 'rbf')])",-2.230835352776734,-2.400643489086526,-2.1733829998393497,-2.2682872805675363,0.09648425662477138,87
3,1.1558834711710613,0.0045479959591429005,0.9891437689463297,0.0044107970515167814,0.6110111696463744,6,rbf,"OrderedDict([('alpha', 0.6110111696463744), ('degree', 6), ('kernel', 'rbf')])",-2.312316867332824,-2.4648496128415935,-2.2415298759041313,-2.3395654520261826,0.09318365469078685,123
4,1.2036789258321126,0.011358201724356368,1.0161758263905842,0.0027630106110224594,0.03244145516505185,2,rbf,"OrderedDict([('alpha', 0.03244145516505185), ('degree', 2), ('kernel', 'rbf')])",-2.2281519109986854,-2.3985741756579433,-2.183220095475837,-2.269982060710822,0.09276014241571318,95
5,1.1624657313028972,0.004952892789070584,0.9907108942667643,0.003791054141302165,0.0001273684655309429,3,rbf,"OrderedDict([('alpha', 0.0001273684655309429), ('degree', 3), ('kernel', 'rbf')])",-2.2342483432704228,-2.4010071748788553,-2.2012543242669653,-2.2788366141387475,0.08743144268955096,117
6,1.1573603947957356,0.004666122935332192,0.9889955520629883,0.0039048858738564072,1.0766091793074388,5,rbf,"OrderedDict([('alpha', 1.0766091793074388), ('degree', 5), ('kernel', 'rbf')])",-2.3776433705327187,-2.520048565934909,-2.298645477093473,-2.3987791378537,0.09161467288710601,125
7,1.1570236682891846,0.0037355673189553105,0.9907755851745605,0.003212184880985813,0.00010918920680400101,6,rbf,"OrderedDict([('alpha', 0.00010918920680400101), ('degree', 6), ('kernel', 'rbf')])",-2.2342536075076347,-2.40100964477064,-2.201267838813703,-2.278843697030659,0.08742770089046221,119
8,1.1575280825297039,0.0049496826638476005,0.9886099497477213,0.004303394007810612,0.002130857013895778,5,rbf,"OrderedDict([('alpha', 0.002130857013895778), ('degree', 5), ('kernel', 'rbf')])",-2.2336751545473046,-2.40074225974254,-2.1997855736129615,-2.278067662634269,0.08784045577346038,107
9,1.1666212876637776,0.004136827857638979,0.988760232925415,0.0031944180897124997,0.002944512570584048,3,rbf,"OrderedDict([('alpha', 0.002944512570584048), ('degree', 3), ('kernel', 'rbf')])",-2.2334462556229697,-2.400638705585807,-2.1992004951597792,-2.2777618187895183,0.08800469687839184,105
10,1.1687765916188557,0.0037985648545624446,0.9917338689168295,0.0036346903461038018,0.0001,4,rbf,"OrderedDict([('alpha', 0.0001), ('degree', 4), ('kernel', 'rbf')])",-2.23425626889875,-2.401010893705003,-2.2012746714181817,-2.2788472780073117,0.0874258092836149,120
