,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_booster,param_colsample_bylevel,param_colsample_bynode,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,29.897074858347576,0.10895262154744287,0.05145533879597982,0.0023775179474099096,gbtree,0.736814062692128,0.5555993004512376,0.3085672079574512,0.8005357165411221,0.009642930639831168,3,2000,3,8,0.5690375344049259,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.736814062692128), ('colsample_bynode', 0.5555993004512376), ('colsample_bytree', 0.3085672079574512), ('gamma', 0.8005357165411221), ('learning_rate', 0.009642930639831168), ('max_depth', 3), ('n_estimators', 2000), ('reg_alpha', 3), ('reg_lambda', 8), ('subsample', 0.5690375344049259)])",-16.390605853951495,-16.448524594631767,-16.9860731343754,-16.608401194319555,0.26809913074539754,9
1,47.30128534634908,3.3539938419526365,0.0532526969909668,0.00164797751461641,gbtree,0.45603434827121087,0.4577558402839333,0.227950795043641,0.44170748281265004,0.024322133626546078,4,2000,3,13,0.4618261229183677,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.45603434827121087), ('colsample_bynode', 0.4577558402839333), ('colsample_bytree', 0.227950795043641), ('gamma', 0.44170748281265004), ('learning_rate', 0.024322133626546078), ('max_depth', 4), ('n_estimators', 2000), ('reg_alpha', 3), ('reg_lambda', 13), ('subsample', 0.4618261229183677)])",-16.393701711426612,-16.869997674178038,-16.751666052093924,-16.67178847923286,0.20248420682110502,13
2,36.054682890574135,0.12950061218802286,0.05032992362976074,0.004752629883911147,gbtree,0.7170319340571214,0.6703713253009682,0.7800120155141204,0.46744232580297884,0.04979484770283666,3,2000,6,12,0.8045797362532408,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.7170319340571214), ('colsample_bynode', 0.6703713253009682), ('colsample_bytree', 0.7800120155141204), ('gamma', 0.46744232580297884), ('learning_rate', 0.04979484770283666), ('max_depth', 3), ('n_estimators', 2000), ('reg_alpha', 6), ('reg_lambda', 12), ('subsample', 0.8045797362532408)])",-16.661468078260835,-17.091352265277415,-16.967865803202645,-16.90689538224696,0.18071736263266833,31
3,22.9060382048289,0.034634132978558434,0.047609170277913414,0.0008164885582379066,gbtree,0.36596985615773703,0.34179764445273053,0.3115846890363495,0.6917781464489408,0.046426780157744214,4,2000,6,3,0.823062935184167,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.36596985615773703), ('colsample_bynode', 0.34179764445273053), ('colsample_bytree', 0.3115846890363495), ('gamma', 0.6917781464489408), ('learning_rate', 0.046426780157744214), ('max_depth', 4), ('n_estimators', 2000), ('reg_alpha', 6), ('reg_lambda', 3), ('subsample', 0.823062935184167)])",-16.26310978765073,-16.457187483680997,-17.093645570056687,-16.60464761379614,0.3547353839548096,8
4,38.26293921470642,0.04903500914842407,0.05038571357727051,0.0030487059505235584,gbtree,0.700004084519368,0.5590259366669375,0.5480077834797482,0.4723701963973177,0.006003287913936322,3,2000,9,3,0.4549114176986642,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.700004084519368), ('colsample_bynode', 0.5590259366669375), ('colsample_bytree', 0.5480077834797482), ('gamma', 0.4723701963973177), ('learning_rate', 0.006003287913936322), ('max_depth', 3), ('n_estimators', 2000), ('reg_alpha', 9), ('reg_lambda', 3), ('subsample', 0.4549114176986642)])",-16.296799283960592,-16.620666477920572,-17.240147971064665,-16.719204577648608,0.3913728011233912,18
5,18.048693736394245,0.054979678088452846,0.04671247800191244,0.0009015709450728922,gbtree,0.627258094632243,0.4566727916931767,0.7058805895820408,0.7939757142887537,0.00905390288378538,2,2000,2,6,0.8858493907010838,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.627258094632243), ('colsample_bynode', 0.4566727916931767), ('colsample_bytree', 0.7058805895820408), ('gamma', 0.7939757142887537), ('learning_rate', 0.00905390288378538), ('max_depth', 2), ('n_estimators', 2000), ('reg_alpha', 2), ('reg_lambda', 6), ('subsample', 0.8858493907010838)])",-16.631417761678282,-16.880249576932403,-17.15310626212365,-16.888257866911445,0.213053705913987,30
6,50.822263876597084,3.8512310789989055,0.058420260747273765,0.01064067318947513,gbtree,0.6704650763702185,0.4382429751006567,0.471707605212484,0.24027161487889492,0.037999330077754544,4,2000,3,9,0.4061262345992728,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.6704650763702185), ('colsample_bynode', 0.4382429751006567), ('colsample_bytree', 0.471707605212484), ('gamma', 0.24027161487889492), ('learning_rate', 0.037999330077754544), ('max_depth', 4), ('n_estimators', 2000), ('reg_alpha', 3), ('reg_lambda', 9), ('subsample', 0.4061262345992728)])",-16.877565858156785,-16.479140237501596,-17.158956244995032,-16.838554113551137,0.27890128262399105,28
7,22.504541317621868,0.055328005431280754,0.04906169573465983,0.0001468727253324593,gbtree,0.527726142690875,0.7787822576216876,0.7658422969941348,0.1534723896420884,0.014600837973060672,2,2000,9,4,0.7219915816602703,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.527726142690875), ('colsample_bynode', 0.7787822576216876), ('colsample_bytree', 0.7658422969941348), ('gamma', 0.1534723896420884), ('learning_rate', 0.014600837973060672), ('max_depth', 2), ('n_estimators', 2000), ('reg_alpha', 9), ('reg_lambda', 4), ('subsample', 0.7219915816602703)])",-16.38948561186376,-16.658152959652103,-17.15673266864214,-16.734790413385998,0.317880466024451,20
8,10.9227241675059,0.0214102270633538,0.04612270991007487,0.00031716137738942786,gbtree,0.3110923437434389,0.4329907833099592,0.2425404187264557,0.2131129337324499,0.010864767297605538,2,2000,1,14,0.7600045018962592,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.3110923437434389), ('colsample_bynode', 0.4329907833099592), ('colsample_bytree', 0.2425404187264557), ('gamma', 0.2131129337324499), ('learning_rate', 0.010864767297605538), ('max_depth', 2), ('n_estimators', 2000), ('reg_alpha', 1), ('reg_lambda', 14), ('subsample', 0.7600045018962592)])",-16.410404871339384,-16.730021923699237,-17.24073044719592,-16.793719080744847,0.34195822000369297,26
9,16.773038625717163,0.02315644023120075,0.0997307300567627,0.024045647319566703,gbtree,0.7421177653534023,0.506623373938575,0.5076859515896938,0.6583488946685865,0.02218583482382564,2,2000,0,3,0.5885877841550382,"OrderedDict([('booster', 'gbtree'), ('colsample_bylevel', 0.7421177653534023), ('colsample_bynode', 0.506623373938575), ('colsample_bytree', 0.5076859515896938), ('gamma', 0.6583488946685865), ('learning_rate', 0.02218583482382564), ('max_depth', 2), ('n_estimators', 2000), ('reg_alpha', 0), ('reg_lambda', 3), ('subsample', 0.5885877841550382)])",-16.158860496852707,-16.614346613351266,-16.948835226356007,-16.57401411218666,0.32376437039004924,6
