,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.029825131098429363,0.0029276625274462583,1.617099444071452,0.1365642426784691,8,44,1,"OrderedDict([('leaf_size', 8), ('n_neighbors', 44), ('p', 1)])",-2.0630863601161065,-2.3064658594253156,-2.1767241516393443,-2.1820921237269224,0.09943174045293615,38
1,0.03516093889872233,0.0014177508277554835,1.6377342542012532,0.25232066605309544,89,33,1,"OrderedDict([('leaf_size', 89), ('n_neighbors', 33), ('p', 1)])",-2.0354765214097497,-2.2719637125753445,-2.14315421352873,-2.1501981491712745,0.09667388709246628,32
2,0.04554271697998047,0.011597716842000954,0.32240645090738934,0.023856767228874556,39,27,2,"OrderedDict([('leaf_size', 39), ('n_neighbors', 27), ('p', 2)])",-2.154236903482287,-2.3773907155111518,-2.2468388961748635,-2.259488838389434,0.09154023426624121,44
3,0.04447746276855469,0.00859617383184442,1.575217644373576,0.07583498923511833,78,37,1,"OrderedDict([('leaf_size', 78), ('n_neighbors', 37), ('p', 1)])",-2.048395072855464,-2.2865744266882686,-2.1535311021267165,-2.1628335338901494,0.09745854700191965,36
4,0.03427783648173014,0.0037311819653842895,1.5335200627644856,0.049657124331869494,60,34,1,"OrderedDict([('leaf_size', 60), ('n_neighbors', 34), ('p', 1)])",-2.0312595163842713,-2.279735475877544,-2.1485662776438446,-2.153187089968553,0.10149249411140635,34
5,0.04732290903727213,0.007716896847818771,0.3115195433298747,0.01913922301367017,19,23,2,"OrderedDict([('leaf_size', 19), ('n_neighbors', 23), ('p', 2)])",-2.1240082158553877,-2.3806317632981875,-2.241809269660252,-2.2488164162712754,0.10488322507516958,43
6,0.039595603942871094,0.008827847533545671,1.4926995436350505,0.04936827338368139,39,34,1,"OrderedDict([('leaf_size', 39), ('n_neighbors', 34), ('p', 1)])",-2.0312595163842713,-2.279735475877544,-2.1485662776438446,-2.153187089968553,0.10149249411140635,34
7,0.03327782948811849,0.00018539354034643215,1.4912017981211345,0.04309322266569398,34,29,1,"OrderedDict([('leaf_size', 34), ('n_neighbors', 29), ('p', 1)])",-2.0432656607008997,-2.2708998545522876,-2.1391690316563032,-2.151111515636497,0.09331416021628479,33
8,0.04643662770589193,0.006804431855642696,0.3168952465057373,0.0048675535240890805,50,11,2,"OrderedDict([('leaf_size', 50), ('n_neighbors', 11), ('p', 2)])",-2.1209446842885376,-2.304675640326976,-2.2371720767511176,-2.2209308004555437,0.07588192733223338,41
9,0.05167794227600098,0.0006086408711855263,0.3223641713460286,0.025581310760310713,77,46,2,"OrderedDict([('leaf_size', 77), ('n_neighbors', 46), ('p', 2)])",-2.1674551126535917,-2.432241650811515,-2.2866013477666907,-2.2954327037439324,0.10827887554431519,47
10,0.040265957514444985,0.008094000574753292,1.6351604461669922,0.13254724868368084,97,3,1,"OrderedDict([('leaf_size', 97), ('n_neighbors', 3), ('p', 1)])",-2.371987708333333,-2.2854742897366034,-2.338258000910747,-2.3319066663268946,0.03560334710454697,49
11,0.03339838981628418,0.0018020442214684972,1.5601743857065837,0.11218732921565883,3,31,1,"OrderedDict([('leaf_size', 3), ('n_neighbors', 31), ('p', 1)])",-2.042631537692847,-2.269904970115145,-2.1356093257535695,-2.149381944520521,0.09329368339470799,30
12,0.04632035891215006,0.009406671602127813,0.34010958671569824,0.023410825921883396,4,3,2,"OrderedDict([('leaf_size', 4), ('n_neighbors', 3), ('p', 2)])",-2.389555473731884,-2.443660391462307,-2.450574489981785,-2.4279301183919917,0.02728138809000775,50
13,0.04028439521789551,0.008084724568705418,1.582617998123169,0.09596946070268668,100,17,1,"OrderedDict([('leaf_size', 100), ('n_neighbors', 17), ('p', 1)])",-2.023077041400256,-2.2420642647860234,-2.1391573225650915,-2.1347662095837907,0.08945506285826019,20
14,0.03570119539896647,0.002422947038629125,1.6543394724527996,0.14042724787225067,100,14,1,"OrderedDict([('leaf_size', 100), ('n_neighbors', 14), ('p', 1)])",-2.037198294448758,-2.2227920517711173,-2.159540556206089,-2.139843634141988,0.0770378142791238,29
15,0.03945597012837728,0.0076772911334812765,1.4828975200653076,0.004886853284101096,99,50,1,"OrderedDict([('leaf_size', 99), ('n_neighbors', 50), ('p', 1)])",-2.077666414347826,-2.333748465885559,-2.1895922644808743,-2.200335714904753,0.10482070589090457,40
16,0.033482869466145836,0.001644823683483368,1.5248000621795654,0.05593527801062613,3,16,1,"OrderedDict([('leaf_size', 3), ('n_neighbors', 16), ('p', 1)])",-2.0269490324388584,-2.2430609877384193,-2.1473789110314208,-2.139129643736233,0.0884199529293038,25
17,0.03295183181762695,0.00013368757121625814,1.5060219764709473,0.0345208347678575,100,21,1,"OrderedDict([('leaf_size', 100), ('n_neighbors', 21), ('p', 1)])",-2.0356156534679086,-2.2333739706760087,-2.1493723022378353,-2.1394539754605844,0.0810385419035911,27
18,0.03131604194641113,0.00037556524212677426,1.4645741780598958,0.01054948762723868,99,10,1,"OrderedDict([('leaf_size', 99), ('n_neighbors', 10), ('p', 1)])",-2.0808908486413045,-2.2186255602179834,-2.1023532691256825,-2.1339565593283236,0.06050778824251739,19
19,0.0328520139058431,0.0018394175894812313,1.5898830890655518,0.08969688383608582,3,11,1,"OrderedDict([('leaf_size', 3), ('n_neighbors', 11), ('p', 1)])",-2.0751306259881424,-2.210591164973991,-2.120128725037258,-2.1352835053331307,0.05633021646177872,22
