,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
40,294.15876173973083,86.08029263795596,0.07791694005330403,0.030348488578446374,relu,0.0001,"(1176, 588)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-2.019577948210037,-1.971207100405351,-2.1545353786374255,-2.0484401424176046,0.07757613073938284,21
41,45.603208780288696,6.383875254975745,0.09687050183614095,0.0247243668334195,relu,0.0001,"(1176, 588)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.9110699677678995,-2.7685685852215425,-2.848030982606533,-2.842556511865325,0.058304593182859125,53
42,308.5273648897807,32.6637709736915,0.07325514157613118,0.014458756088592779,relu,0.0001,"(1176, 588)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9961722699073934,-1.9416045343939263,-2.0545233551111184,-1.9974333864708127,0.04610753972530045,4
43,33.68160438537598,7.3965612818852335,0.06880879402160645,0.020001173378922713,relu,0.0001,"(1176, 588)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.927144041606394,-2.786179673690223,-2.911269540895899,-2.874864418730839,0.06304357194507698,57
44,263.59991987546283,26.702303730796142,0.08727041880289714,0.02063219875897895,relu,0.0001,"(1176, 588, 294)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9604138721389686,-1.9465473055821754,-2.2312930943794513,-2.0460847573668652,0.1310843659410338,20
45,64.40727345148723,25.4002904353339,0.09100063641866048,0.03373465564366938,relu,0.0001,"(1176, 588, 294)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.853193544185669,-2.6674487811695187,-2.9239065806320523,-2.81484963532908,0.10815218363057705,46
46,253.0653257369995,82.69447966041243,0.11811637878417969,0.034057680221957216,relu,0.0001,"(1176, 588, 294)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9758724882618264,-1.9639829234827961,-2.1655242089034976,-2.0351265402160403,0.0923327476648152,17
47,42.364291985829674,13.420760199258341,0.07215420405069987,0.011339691324995632,relu,0.0001,"(1176, 588, 294)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-10.760407075207132,-2.782185090996106,-16.76817307037343,-10.103588412192222,5.72861373614276,77
48,225.04061071077982,22.068818442867638,0.07016650835673015,0.027344495976665804,relu,0.0001,"(1176, 294, 147)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9747535355598385,-1.9513861787171671,-2.0584671207299867,-1.994868945002331,0.04597139914024472,3
49,58.71087018648783,25.615045250550622,0.048106749852498375,0.005022447175281001,relu,0.0001,"(1176, 294, 147)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-3.046290480089348,-2.7408197077716,-2.881878568179193,-2.889662918680047,0.12482933754968685,59
50,265.1453547477722,17.507031482727243,0.05933213233947754,0.014877196163957515,relu,0.0001,"(1176, 294, 147)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9859607267165422,-1.9598029109436195,-2.057539943860105,-2.0011011938400887,0.04131228396307762,6
51,37.63392114639282,10.003551920233308,0.0712417761484782,0.003298024578214261,relu,0.0001,"(1176, 294, 147)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-13.529926034161566,-2.6781624174341667,-3.361252761188344,-6.5231137375946915,4.962406474277247,70
