,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.005382855733235677,1.7396752394794834e-05,0.0007127920786539713,1.3479028101090983e-05,0.7782894547295338,0.6020853959918901,"OrderedDict([('alpha', 0.7782894547295338), ('l1_ratio', 0.6020853959918901)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
1,0.02772212028503418,0.012747233054379623,0.0007842381795247396,0.0001293105730650686,0.0005605289574893126,0.43034984846384017,"OrderedDict([('alpha', 0.0005605289574893126), ('l1_ratio', 0.43034984846384017)])",-2.891990098775208,-2.8684963721671175,-2.75371873886066,-2.8380684032676613,0.06041047487350905,44
2,0.02940050760904948,0.013900943969290504,0.0007006327311197916,1.101953604093856e-05,0.00042478761515974474,0.30906554926700985,"OrderedDict([('alpha', 0.00042478761515974474), ('l1_ratio', 0.30906554926700985)])",-2.8920329189366174,-2.871058035989547,-2.753751312308867,-2.838947422411677,0.060848277494921374,45
3,0.009745915730794271,0.0026962427722661995,0.0006883939107259115,4.809257275392936e-06,0.00858374932311144,0.5903717768157016,"OrderedDict([('alpha', 0.00858374932311144), ('l1_ratio', 0.5903717768157016)])",-2.8915229112061955,-2.8356478700459973,-2.753292800167543,-2.8268211938065786,0.05677630702746932,37
4,0.005645275115966797,0.0003593015185296947,0.0006887118021647135,7.372580301481322e-06,0.0404896587910911,0.6848222824817529,"OrderedDict([('alpha', 0.0404896587910911), ('l1_ratio', 0.6848222824817529)])",-2.8918775637130976,-2.8322530271548096,-2.752288774311285,-2.825473121726397,0.05718818566731862,4
5,0.005213340123494466,5.290254636287798e-05,0.0007001558939615885,2.0409831093932627e-05,0.6552898861517006,0.7673895092207548,"OrderedDict([('alpha', 0.6552898861517006), ('l1_ratio', 0.7673895092207548)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
6,0.028456608454386394,0.012690183321661904,0.0007352034250895182,7.777522807512334e-05,0.0002625790743725844,0.5201629437867785,"OrderedDict([('alpha', 0.0002625790743725844), ('l1_ratio', 0.5201629437867785)])",-2.892041759624184,-2.8745676196390333,-2.75375456642694,-2.840121315230052,0.06148575914345321,46
7,0.027355353037516277,0.012168621260961418,0.0006789366404215494,6.858650528714313e-06,0.0002461899385947767,0.740580458452833,"OrderedDict([('alpha', 0.0002461899385947767), ('l1_ratio', 0.740580458452833)])",-2.8920284284648017,-2.875079341837037,-2.7537430120691804,-2.840283594123673,0.06158339679451837,48
8,0.005313714345296224,4.828877162204844e-05,0.0006884733835856119,2.1661858340422716e-05,1.6473885741673227,0.4012583853873948,"OrderedDict([('alpha', 1.6473885741673227), ('l1_ratio', 0.4012583853873948)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
9,0.009376605351765951,0.002478179339598496,0.0006945133209228516,1.9959874122576937e-05,0.012981558868599958,0.44909964257441526,"OrderedDict([('alpha', 0.012981558868599958), ('l1_ratio', 0.44909964257441526)])",-2.8915713225443294,-2.8354549915785316,-2.7532707356683703,-2.8267656832637442,0.056794313927838194,36
10,0.0056065718332926435,0.0003013795264887655,0.0006991227467854818,9.21816658894159e-06,0.1410622447914046,0.21065867530200302,"OrderedDict([('alpha', 0.1410622447914046), ('l1_ratio', 0.21065867530200302)])",-2.8919183800635113,-2.831862942639277,-2.75225965014669,-2.8253469909498263,0.05720130202661105,1
11,0.0052594343821207685,0.0001393246498355925,0.0006914933522542318,8.387305217289068e-06,0.07668193123834445,0.8,"OrderedDict([('alpha', 0.07668193123834445), ('l1_ratio', 0.8)])",-2.8920337196905885,-2.8333886883078794,-2.7522844914891866,-2.825902299829218,0.05729744732569941,29
12,0.005490303039550781,0.000116413878352435,0.000709692637125651,1.8509159071623456e-05,2.9982758747138694,0.7211105431878528,"OrderedDict([('alpha', 2.9982758747138694), ('l1_ratio', 0.7211105431878528)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
13,0.019879738489786785,0.008721906061273172,0.0007081826527913412,7.979803318062604e-06,0.0027569176892506294,0.20707217157135016,"OrderedDict([('alpha', 0.0027569176892506294), ('l1_ratio', 0.20707217157135016)])",-2.8917927347711045,-2.8463974344032557,-2.753584771274775,-2.8305916468163783,0.05751943140876706,41
14,0.03520385424296061,0.016241945697342417,0.0006825923919677734,4.780277646962028e-06,0.00010052938828783414,0.21429916176906164,"OrderedDict([('alpha', 0.00010052938828783414), ('l1_ratio', 0.21429916176906164)])",-2.89209596142983,-2.878129274541939,-2.7537894582840665,-2.8413382314186113,0.062168361962652935,49
15,0.005262215932210286,7.489590774054708e-05,0.0006898244222005209,1.5040330559010331e-05,0.47991747735339796,0.6973748346980839,"OrderedDict([('alpha', 0.47991747735339796), ('l1_ratio', 0.6973748346980839)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
16,0.0052814483642578125,9.245990128118898e-05,0.0006868839263916016,9.091222746342477e-06,0.4140265675696689,0.7221914001244438,"OrderedDict([('alpha', 0.4140265675696689), ('l1_ratio', 0.7221914001244438)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
17,0.005732297897338867,0.0003296332083353415,0.0006951491038004557,2.9480039264347405e-05,0.05077610095613646,0.4775284177498461,"OrderedDict([('alpha', 0.05077610095613646), ('l1_ratio', 0.4775284177498461)])",-2.891867477210449,-2.8325225805672716,-2.7522850919222703,-2.82555838323333,0.05719665260638912,8
18,0.005547126134236653,0.0002485037916170779,0.0006829102834065756,1.102984806028565e-05,0.196879627011289,0.2,"OrderedDict([('alpha', 0.196879627011289), ('l1_ratio', 0.2)])",-2.8919706912302323,-2.8329837630670243,-2.7522352540347828,-2.8257299027773466,0.057276882881185036,10
19,0.006217797597249349,0.0006069730697787547,0.0006789366404215494,8.418873284709696e-06,0.08502456103059905,0.2,"OrderedDict([('alpha', 0.08502456103059905), ('l1_ratio', 0.2)])",-2.8918037413190323,-2.8329145245508816,-2.7523797283463125,-2.8256993314054086,0.057147808983658864,9
20,0.008852561314900717,0.0023563090134705628,0.0006795724232991537,2.6429953810876036e-06,0.022247769815127317,0.3184770827748584,"OrderedDict([('alpha', 0.022247769815127317), ('l1_ratio', 0.3184770827748584)])",-2.8916383392407714,-2.835249339246166,-2.7532084127587093,-2.8266986970818824,0.056836292674801246,35
21,0.005212704340616862,0.00015233950133738345,0.0006973743438720703,1.7228938832416216e-05,0.12982885413394346,0.3966663947656952,"OrderedDict([('alpha', 0.12982885413394346), ('l1_ratio', 0.3966663947656952)])",-2.8920019468171594,-2.8333886883078794,-2.7522501913510364,-2.8258802754920254,0.057299915568441114,12
22,0.007650136947631836,0.001298391478484056,0.0007040500640869141,3.641539744115809e-05,0.012971172963153487,0.7876012771628513,"OrderedDict([('alpha', 0.012971172963153487), ('l1_ratio', 0.7876012771628513)])",-2.891687695960796,-2.8350415994295592,-2.753108974377753,-2.8266127565893693,0.0568876059296815,33
23,0.005470116933186849,0.0004465486991467543,0.0006685256958007812,1.627894402991444e-05,0.07717860237579556,0.3024708614086904,"OrderedDict([('alpha', 0.07717860237579556), ('l1_ratio', 0.3024708614086904)])",-2.891873300846661,-2.8323213824297144,-2.752278962826222,-2.8254912153675327,0.057193433121959784,5
24,0.004575808842976888,0.00034857374277235027,0.0006496906280517578,2.151146961831179e-05,1.876471652329412,0.2183017849886285,"OrderedDict([('alpha', 1.876471652329412), ('l1_ratio', 0.2183017849886285)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
25,0.005284945170084636,9.808972921534261e-05,0.0007158120473225912,1.921830564893312e-05,0.09645585086312501,0.5874618178706843,"OrderedDict([('alpha', 0.09645585086312501), ('l1_ratio', 0.5874618178706843)])",-2.89201670265516,-2.8333886883078794,-2.7522715786239607,-2.825892323195667,0.057296431186392605,26
26,0.004656076431274414,0.00033773156591574105,0.0006638367970784506,1.530879159266604e-05,0.4290134411235114,0.4949034601023822,"OrderedDict([('alpha', 0.4290134411235114), ('l1_ratio', 0.4949034601023822)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
27,0.04036545753479004,0.021678373473658197,0.0016714731852213542,0.0013861913486908682,0.0009793209459439075,0.6181319565682535,"OrderedDict([('alpha', 0.0009793209459439075), ('l1_ratio', 0.6181319565682535)])",-2.891856799259426,-2.860658930710395,-2.753613424190089,-2.8353763847199698,0.05920142473769144,43
28,0.014391581217447916,0.004904965189076663,0.0006723403930664062,1.998454054803455e-05,0.0025303490433174177,0.6177353227834989,"OrderedDict([('alpha', 0.0025303490433174177), ('l1_ratio', 0.6177353227834989)])",-2.891571557935929,-2.8402224268972134,-2.7534234696535096,-2.828405818162217,0.057014312562833847,40
29,0.005001942316691081,0.000267206309943325,0.0006938775380452474,1.482845157204431e-05,3.0,0.2,"OrderedDict([('alpha', 3.0), ('l1_ratio', 0.2)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
30,0.005003134409586589,8.672502897452606e-05,0.000675042470296224,1.1635108937381239e-05,0.7065426736160095,0.20087709140728924,"OrderedDict([('alpha', 0.7065426736160095), ('l1_ratio', 0.20087709140728924)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
31,0.00567173957824707,0.0003974987597261102,0.0007128715515136719,1.2316498574400503e-05,0.04272531650955257,0.8,"OrderedDict([('alpha', 0.04272531650955257), ('l1_ratio', 0.8)])",-2.8919044025378775,-2.8318604569943377,-2.752291086582837,-2.8253519820383506,0.057182396374408966,2
32,0.010268370310465494,0.0032117204483864074,0.0006848176320393881,1.5613939527184566e-06,0.004700535580395985,0.7969365363113521,"OrderedDict([('alpha', 0.004700535580395985), ('l1_ratio', 0.7969365363113521)])",-2.8914927306513833,-2.8362038950987176,-2.7533023108056303,-2.8269996455185766,0.056790179268581965,38
33,0.045497735341389976,0.0305493841241925,0.0006913344065348307,2.0745004416961414e-05,0.00010002827726974789,0.7557477547255196,"OrderedDict([('alpha', 0.00010002827726974789), ('l1_ratio', 0.7557477547255196)])",-2.892076006904566,-2.8783878905870544,-2.7537752983667874,-2.8414130652861354,0.06222070810182081,50
34,0.013387441635131836,0.00513689909429911,0.0007416407267252604,4.053224923654444e-05,0.006721709836272201,0.2005056847303762,"OrderedDict([('alpha', 0.006721709836272201), ('l1_ratio', 0.2005056847303762)])",-2.89157439855638,-2.837160152083713,-2.7534065409091744,-2.8273803638497554,0.05682911469267855,39
35,0.005016485850016276,0.00019550801609881445,0.0006693998972574869,2.170554969101761e-05,0.1940776078405769,0.7982582203188873,"OrderedDict([('alpha', 0.1940776078405769), ('l1_ratio', 0.7982582203188873)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
36,0.005050182342529297,0.0002540738996989858,0.0006713072458902994,1.6747479229128326e-05,1.4908613550522816,0.7958929049460877,"OrderedDict([('alpha', 1.4908613550522816), ('l1_ratio', 0.7958929049460877)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
37,0.008085807164510092,0.0020338693291889775,0.0006873607635498047,9.785816929320442e-06,0.03746029998397866,0.20321374487085148,"OrderedDict([('alpha', 0.03746029998397866), ('l1_ratio', 0.20321374487085148)])",-2.891672583542464,-2.8350642899298166,-2.753107196834355,-2.8266146901022116,0.05688373171846198,34
38,0.03946908315022787,0.021072416632906474,0.0007634162902832031,0.0001175441476960721,0.001238950275807089,0.20478455306085716,"OrderedDict([('alpha', 0.001238950275807089), ('l1_ratio', 0.20478455306085716)])",-2.891947508374086,-2.858810995974731,-2.7536972214502717,-2.834818575266363,0.05893506396713105,42
39,0.005118211110432942,0.00014832233379962777,0.0006721019744873047,3.5523568214777325e-06,0.10672446292818796,0.5931661795738468,"OrderedDict([('alpha', 0.10672446292818796), ('l1_ratio', 0.5931661795738468)])",-2.8920489449883773,-2.8333886883078794,-2.7522647640906444,-2.825900799128967,0.05731175371352305,28
40,0.005434354146321614,0.0003195628690491353,0.000686804453531901,1.645068999345857e-05,0.053797921352703344,0.47747909515732406,"OrderedDict([('alpha', 0.053797921352703344), ('l1_ratio', 0.47747909515732406)])",-2.891874367817411,-2.832403626919549,-2.7522841604063375,-2.8255207183810995,0.057194914247848505,6
41,0.005489031473795573,0.00025840294500456714,0.0006798903147379557,6.541924676023063e-06,0.03334318278224249,0.8,"OrderedDict([('alpha', 0.03334318278224249), ('l1_ratio', 0.8)])",-2.8918705436602004,-2.832445117072311,-2.7522910130290734,-2.825535557920528,0.05719217806982241,7
42,0.0060469309488932295,0.0009209206690429741,0.0006887118021647135,3.4028678635499365e-05,0.04208519636276718,0.39643202750436757,"OrderedDict([('alpha', 0.04208519636276718), ('l1_ratio', 0.39643202750436757)])",-2.891760504653427,-2.8335090065851545,-2.7524458726149383,-2.8259051279511733,0.05712854454482523,30
43,0.007141987482706706,0.0013346198780647927,0.0007337729136149088,6.954669906984704e-05,0.016829365543083164,0.7772810468208693,"OrderedDict([('alpha', 0.016829365543083164), ('l1_ratio', 0.7772810468208693)])",-2.891636704629086,-2.8344660767712444,-2.752720988664064,-2.8262745900214647,0.05700713041306042,32
44,0.005991299947102864,0.0009555636076618045,0.0006742477416992188,3.106646843513714e-05,0.026412437780306903,0.7020529590656508,"OrderedDict([('alpha', 0.026412437780306903), ('l1_ratio', 0.7020529590656508)])",-2.8918192880976408,-2.833507199166824,-2.752400111781829,-2.825908866348764,0.057170666589055154,31
45,0.04060999552408854,0.026186532319886203,0.0008264382680257162,0.00020548273061069818,0.0002417478252658639,0.33290913094333213,"OrderedDict([('alpha', 0.0002417478252658639), ('l1_ratio', 0.33290913094333213)])",-2.892060694521772,-2.8748970261953537,-2.753769873334446,-2.840242531350524,0.06154558373476259,47
46,0.016850392023722332,0.005444482872094209,0.0007639726003011068,0.00010765372571554383,0.15159900217350356,0.41804451434906864,"OrderedDict([('alpha', 0.15159900217350356), ('l1_ratio', 0.41804451434906864)])",-2.8920580146252965,-2.8333886883078794,-2.75223862759657,-2.825895110176582,0.057326436787806724,27
47,0.005255858103434245,0.0003487814375530641,0.0006837050120035807,1.7162089989129856e-05,0.04613304246888995,0.8,"OrderedDict([('alpha', 0.04613304246888995), ('l1_ratio', 0.8)])",-2.8919166935639833,-2.832210752631728,-2.752291224224184,-2.825472890139965,0.057200623628932724,3
48,0.004878123601277669,0.0003409650395156699,0.0030301411946614585,0.0033263499015081417,1.154465058173063,0.576407210964452,"OrderedDict([('alpha', 1.154465058173063), ('l1_ratio', 0.576407210964452)])",-2.892339679536894,-2.8333886883078794,-2.7519435180030483,-2.825890628615941,0.05756119189012299,13
49,0.005251963933308919,0.0003394303794050583,0.0006879170735677084,7.595377160371377e-06,0.09079252003437553,0.4712343380039647,"OrderedDict([('alpha', 0.09079252003437553), ('l1_ratio', 0.4712343380039647)])",-2.8919556037713092,-2.8333658353273625,-2.7522697782270207,-2.825863739108564,0.05727270175953192,11
