,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_random_strength,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,81.54101777076721,0.6494507909972326,0.05021349589029948,0.001080363203989035,8,5,2500,344,0.0027953438868404774,1,"OrderedDict([('bagging_temperature', 8), ('depth', 5), ('iterations', 2500), ('l2_leaf_reg', 344), ('learning_rate', 0.0027953438868404774), ('random_strength', 1)])",-23.792242925169855,-27.723444908484367,-25.819032478050175,-25.778240103901467,1.6051656761313882,40
1,47.5924551486969,0.20069977483674192,0.049531141916910805,0.003853171638454692,8,4,2500,85,0.023540094879421623,1,"OrderedDict([('bagging_temperature', 8), ('depth', 4), ('iterations', 2500), ('l2_leaf_reg', 85), ('learning_rate', 0.023540094879421623), ('random_strength', 1)])",-17.98365855785358,-18.337247002468096,-18.76370212665817,-18.36153589565995,0.3189142570845799,25
2,29.846017122268677,0.05293636352225518,0.042812506357828774,0.0015782823287809095,3,3,2500,348,0.043270864948098474,0,"OrderedDict([('bagging_temperature', 3), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 348), ('learning_rate', 0.043270864948098474), ('random_strength', 0)])",-18.006313191055447,-17.912741124878973,-18.679581400277318,-18.199545238737244,0.34157963462100394,16
3,47.67733748753866,0.32098851589682403,0.04516140619913737,0.005184901874443194,0,4,2500,488,0.06147327765570157,0,"OrderedDict([('bagging_temperature', 0), ('depth', 4), ('iterations', 2500), ('l2_leaf_reg', 488), ('learning_rate', 0.06147327765570157), ('random_strength', 0)])",-18.485628410199194,-18.453562333337576,-19.435824166464435,-18.79167163666707,0.45567270385265535,35
4,29.722358385721844,0.025882832916444786,0.04174486796061198,0.003643846569005563,8,3,2500,77,0.004495243519804892,0,"OrderedDict([('bagging_temperature', 8), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 77), ('learning_rate', 0.004495243519804892), ('random_strength', 0)])",-18.97098334051767,-20.979958078565016,-20.304855325411026,-20.085265581497904,0.8347293438602215,38
5,77.32781553268433,0.06388085842814141,0.04072078069051107,0.0016230985674394276,7,5,2500,137,0.08914486171914682,0,"OrderedDict([('bagging_temperature', 7), ('depth', 5), ('iterations', 2500), ('l2_leaf_reg', 137), ('learning_rate', 0.08914486171914682), ('random_strength', 0)])",-17.605412658623617,-17.66396977731382,-18.512865194933724,-17.927415876957053,0.41466485421107313,6
6,29.595216115315754,0.03997694914314835,0.039036194483439125,0.0009805913241190702,10,3,2500,455,0.09970981264315223,0,"OrderedDict([('bagging_temperature', 10), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 455), ('learning_rate', 0.09970981264315223), ('random_strength', 0)])",-17.814360235021205,-18.450955295435065,-18.718557619712918,-18.327957716723063,0.3792444514185144,23
7,29.878512859344482,0.09611553207599507,0.04058233896891276,0.0011567880492760513,8,3,2500,253,0.02530156375357192,1,"OrderedDict([('bagging_temperature', 8), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 253), ('learning_rate', 0.02530156375357192), ('random_strength', 1)])",-18.134984562442398,-18.992367974758913,-18.97272883518418,-18.700027124128496,0.3996258636428172,33
8,29.666664361953735,0.04356235908487295,0.042729854583740234,0.0022298621783162324,10,3,2500,212,0.08092956084609806,1,"OrderedDict([('bagging_temperature', 10), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 212), ('learning_rate', 0.08092956084609806), ('random_strength', 1)])",-17.798553350974654,-17.78999463203972,-18.711079527074528,-18.0998758366963,0.4322003981692021,11
9,29.560805877049763,0.035836699043855134,0.04153211911519369,0.0021709534156252918,8,3,2500,412,0.08719347103854692,0,"OrderedDict([('bagging_temperature', 8), ('depth', 3), ('iterations', 2500), ('l2_leaf_reg', 412), ('learning_rate', 0.08719347103854692), ('random_strength', 0)])",-17.921143710314,-18.270004669713128,-18.65218186693391,-18.281110082320346,0.2985483704532554,20
10,19.01669430732727,0.17056160668030576,0.04268240928649902,0.00547117922964608,8,2,2500,476,0.008324422291682452,0,"OrderedDict([('bagging_temperature', 8), ('depth', 2), ('iterations', 2500), ('l2_leaf_reg', 476), ('learning_rate', 0.008324422291682452), ('random_strength', 0)])",-19.807965446080992,-22.800200422048714,-21.709897828210945,-21.43935456544688,1.2364634461833495,39
11,19.034624973932903,0.04864936610048444,0.04437073071797689,0.004519107435363459,4,2,2500,0,0.03844853719801609,0,"OrderedDict([('bagging_temperature', 4), ('depth', 2), ('iterations', 2500), ('l2_leaf_reg', 0), ('learning_rate', 0.03844853719801609), ('random_strength', 0)])",-17.59437922102217,-17.61654927562424,-18.81249177989819,-18.0078067588482,0.5690702154432441,8
12,46.74564782778422,0.17198712384487347,0.03875009218851725,0.0011580358674624452,7,4,2500,10,0.03333279200205321,1,"OrderedDict([('bagging_temperature', 7), ('depth', 4), ('iterations', 2500), ('l2_leaf_reg', 10), ('learning_rate', 0.03333279200205321), ('random_strength', 1)])",-17.539246267518283,-17.705019249809908,-18.33243165632408,-17.858899057884088,0.34160894968122124,2
13,46.42836785316467,0.22056037769502643,0.039718310038248696,0.00038285175619346903,7,4,2500,0,0.03474963958933235,1,"OrderedDict([('bagging_temperature', 7), ('depth', 4), ('iterations', 2500), ('l2_leaf_reg', 0), ('learning_rate', 0.03474963958933235), ('random_strength', 1)])",-17.561090633362106,-18.031977437884006,-18.117884230532432,-17.903650767259514,0.24475236227343874,5
