,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_fit_intercept,param_max_iter,param_penalty,param_solver,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,13.15669067700704,0.563255127207089,0.009422222773234049,0.004709222467066647,359,False,500,l2,liblinear,0.005,"OrderedDict([('C', 359), ('fit_intercept', False), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'liblinear'), ('tol', 0.005)])",-28.79076086956522,-29.446866485013626,-27.150273224043715,-28.462633526207522,0.9658625908748917,48
1,11.327645858128866,0.6191455970003418,0.012190898259480795,0.007907242445517777,37,False,500,l2,lbfgs,0.005,"OrderedDict([('C', 37), ('fit_intercept', False), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'lbfgs'), ('tol', 0.005)])",-28.0,-28.637602179836513,-25.939890710382514,-27.52583096340634,1.1512425170380138,44
2,43.91375319163004,0.8779053148608043,0.010039885838826498,0.005240739783799749,860,False,500,l2,sag,0.005,"OrderedDict([('C', 860), ('fit_intercept', False), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'sag'), ('tol', 0.005)])",-26.3125,-28.400544959128066,-24.743169398907103,-26.485404786011724,1.4981146030694092,41
3,10.553135633468628,1.1945712031127047,0.013175010681152344,0.004501465533759324,73,True,500,l2,newton-cg,0.005,"OrderedDict([('C', 73), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'newton-cg'), ('tol', 0.005)])",-28.5625,-28.77384196185286,-25.838797814207652,-27.725046592020174,1.336567044099514,45
4,12.754505077997843,0.35706255922220015,0.004536867141723633,0.0006338097133380785,318,True,500,l2,liblinear,0.005,"OrderedDict([('C', 318), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'liblinear'), ('tol', 0.005)])",-28.684782608695652,-29.3433242506812,-27.21311475409836,-28.413740537825067,0.8905226847079898,47
5,13.191863934199015,0.36156365215912606,0.00419163703918457,0.0007023826177408293,410,True,500,l2,liblinear,0.005,"OrderedDict([('C', 410), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'liblinear'), ('tol', 0.005)])",-28.921195652173914,-29.52861035422343,-27.15846994535519,-28.536091983917512,1.0051931873744242,49
6,13.001389344533285,0.08058303717628697,0.0038536389668782554,0.0002515298558074691,842,True,500,l2,liblinear,0.005,"OrderedDict([('C', 842), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'liblinear'), ('tol', 0.005)])",-28.804347826086957,-29.77656675749319,-27.120218579234972,-28.56704438760504,1.0973547291769248,50
7,43.79570619265238,0.9426490657717963,0.005266269048055013,0.000592303998983188,188,True,500,l2,sag,0.005,"OrderedDict([('C', 188), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'sag'), ('tol', 0.005)])",-26.61413043478261,-28.318801089918257,-24.56830601092896,-26.500412511876608,1.5332432202955217,42
8,10.012005964914957,1.0685885944573967,0.01130827267964681,0.0007478932119247249,192,False,500,l2,newton-cg,0.005,"OrderedDict([('C', 192), ('fit_intercept', False), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'newton-cg'), ('tol', 0.005)])",-28.96195652173913,-28.623978201634877,-25.7103825136612,-27.76543907901174,1.459680433361557,46
9,82.34584824244182,3.8716136928342015,0.009485880533854166,0.0021076742723183293,555,True,500,l2,saga,0.005,"OrderedDict([('C', 555), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-25.782608695652176,-27.623978201634877,-24.691256830601095,-26.032614575962715,1.2102591637529412,7
10,67.89920441309611,3.526360261856833,0.009122610092163086,0.0023256544504506316,1,False,500,l2,saga,0.005,"OrderedDict([('C', 1), ('fit_intercept', False), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-26.244565217391305,-27.643051771117165,-24.953551912568305,-26.280389633692256,1.0982758954792318,36
11,82.22043077150981,3.4252842280749216,0.007198174794514974,0.0011295207166055836,1000,True,500,l2,saga,0.005,"OrderedDict([('C', 1000), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-25.69836956521739,-27.662125340599456,-24.693989071038253,-26.018161325618365,1.2326552116431262,3
12,82.24543642997742,3.498035004371854,0.007223606109619141,0.0012087071569151036,1000,True,500,l2,saga,0.005,"OrderedDict([('C', 1000), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-26.043478260869566,-27.858310626703,-24.68032786885246,-26.194038918808342,1.3017667446174956,24
13,82.21495230992635,3.5134028985614196,0.0058587392171223955,0.0004322568655721966,1000,True,500,l2,saga,0.005,"OrderedDict([('C', 1000), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-25.956521739130434,-27.51226158038147,-24.74863387978142,-26.07247239976444,1.1312214441794255,9
14,82.2243098417918,3.2143016388828616,0.006955544153849284,0.0011398292883984455,1000,True,500,l2,saga,0.005,"OrderedDict([('C', 1000), ('fit_intercept', True), ('max_iter', 500), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.005)])",-26.097826086956523,-28.029972752043598,-24.806010928961747,-26.311269922653953,1.3248021644558197,38
